"","id","sex1","cohort1","childeth","childrace","momeduc","dadeduc","income","foodstamp","houseassist","age1","age2","age3","age4","age5","age6","age7","age8","age9","age10","age11","edcon","y1ncT1","y1ncT2","y2ncT1","y2ncT2","y1dqdwfT1","y1dqdwfT2","y2dqdwfT1","y2dqdwfT2","age12","y1ef","RV_Scaled","BD_Scaled","In_Scaled","FSIQ","Percentile","PALS","y1temaraw","y1temaper","y1temascore","y2ef","y2temaraw","y2temaper","y2temascore","y1enumT1","y1enumT2","y1gnT1","y1gnT2","y1ptxT1","y1ptxT2","y1mbT1","y1mbT2","y1dqdaccT1","y1dqdaccT2","y1ocscoreT1","y1ocaccT1","y1ocscoreT2","y1ocaccT2","y1vcT1","y1vcT2","y1nvcT1","y1nvcT2","y1nrT1","y1nrT2","y1ck_allT1","y1ck_corT1","y1ck_rlT1","y1ck_peT1","y1ck_eT1","y1ck_allT2","y1ck_corT2","y1ck_rlT2","y1ck_peT2","y1ck_eT2","y1cqdT1","y1cqdT2","y2enumT1","y2enumT2","y2gnT1","y2gnT2","y2ptxT1","y2ptxT2","y2mbT1","y2mbT2","y2dqdaccT1","y2dqdaccT2","y2ocscoreT1","y2ocaccT1","y2ocscoreT2","y2ocaccT2","y2vcT1","y2vcT2","y2nvcT1","y2nvcT2","y2nrT1","y2nrT2","y2ck_allT1","y2ck_corT1","y2ck_rlT1","y2ck_peT1","y2ck_eT1","y2ck_allT2","y2ck_corT2","y2ck_rlT2","y2ck_peT2","y2ck_eT2","y2cqdT1","y2cqdT2"
"159",857,0,2,"2","3","3.5","3.5","1","1","1",47,"48","50","51","52","53","58","60","60","61","62",1,NA,NA,"50","33.33333333",NA,"2","1.4",NA,"64",15,6,6,8,78,7,13,4,6,77,44,6,2,70,9,10,3,1,1.46,1.545,50,50,46.67,63.33,2.13,48.29931973,1.63,36.96145125,5,4,0,0,1,1,33.33333333,33.33333333,0,0,100,75,100,100,100,0,41.66666667,50,6,10,2,2,2.67,2.0175,50,62.5,63.33,43.33,2.83,64.16540704,1.17,26.52774779,6,2,8.333333333,25,2,4,66.66666667,66.66666667,100,100,0,83.33333333,100,100,100,33.33333333,79.16666667,54.16666667
"160",864,1,1,NA,"3","3.5","3.5","1","1","1",42,"43","44","46",NA,"48","54","55","58","59","60",1,"50",NA,"83.33333333","50","0.69",NA,"151951897",NA,"60",36,6,6,7,76,5,8,3,7,78,21,15.421,23.748,82.22,11,3,3,2,2.4025,2.45,50,75,70.83,45.83,0.75,17.00680272,2.83,64.16540704,5,0.63,0,0.21,3.944,1.233,75,33.33333333,66.66666667,100,100,63.501,66.093,87.619,67.978,22.17,58.33333333,75.561,10,14,3,3,1.96,1.8025,62.5,75,53.33,46.67,1.92,43.53741497,2.94,66.66666667,10,3,29.218,25,4,5,66.66666667,100,66.66666667,66.66666667,33.33333333,72.336,59.905,71.228,88.905,78.051,64.28571429,53.501
"161",873,1,1,"2","5","3","3","2","0","0",49,"50","51","53","54","54","60","62","64","65","66",1,"66.66666667","100","100","100","1.13","0.18","0.18","0.25","67",35,15,7,8,99,47,21,17,68,107,56,27,61,104,12,12,4,6,2.162,2.8875,62.5,37.5,62.5,95.83,3.61,81.85941043,2.8,63.48520838,12,12,0,8.333333333,8,13,75,100,100,100,0,58.33333333,100,100,0,33.33333333,66.66666667,79.16666667,12,12,6,6,3.535,3.285,37.5,75,96.67,93.33,2,45.35147392,3.58,81.17913832,12,12,25,58.33333333,11,15,75,100,100,0,100,75,100,100,0,100,85.71428571,75
"162",875,0,1,"2","3","2","3","1","1","1",46,"46","47","49","50","51","57","58","60","62","63",1,NA,NA,"66.66666667","66.66666667","0.34","0.57","0.47","0.21","63",28,8,5,6,75,5,0,3,5,75,46,12,14,84,1,2,2,2,2.233,2.2175,50,62.5,87.5,75,3.91,88.66213152,2.13,48.29410495,1,2,33.33333333,8.333333333,0,0,75,100,100,100,0,75,100,100,100,0,45.83333333,66.66666667,9,20,6,6,2.6875,2.6375,62.5,75,83.33,96.67,2.25,51.02040816,4.41,100,5,39,16.66666667,66.66666667,3,7,16.66666667,0,0,0,66.66666667,91.66666667,100,100,100,66.66666667,82.14285714,82.14285714
"163",877,0,2,"2","3","3.5","3.5","1","1","0",41,"42","45","46",NA,NA,"53","53","54","56","57",1,NA,NA,"66.66666667","100","4.36",NA,"0.51","0.56",NA,22,14,16,12,125,95,4,14.216,63.382,103.054,44,18.387,24.583,91.406,20,19,4,6,1.7325,2.75,62.5,50,60,30,3.24,73.46938776,2.99,67.80045352,12,30.189,21.484,20.788,0,9.353,66.66666667,100,100,66.66666667,0,65.003,92.469,64.732,79.302,27.139,83.33333333,63.766,20,20,6,6,2.95,1.9825,87.5,100,80,80,3.66,82.98423667,3.16,71.64759231,29,49,16.66666667,41.66666667,8,8,58.33333333,66.66666667,66.66666667,66.66666667,33.33333333,41.66666667,100,0,33.33333333,33.33333333,78.26086957,70.83333333
"164",882,1,1,NA,NA,NA,NA,NA,NA,NA,43,"44","45","47","48","48","54","56","58","59","60",0,"33.33333333",NA,NA,"50","6.84",NA,NA,NA,"61",16,7,4,11,82,12,1,0,2,70,34,7,6,77,1,2,1,1,2.602,1.7175,50,31.41,58.33,61.272,1.58,44.50704225,0.967,83.932,2,2,16.66666667,6.288,2,0,88.88888889,100,100,100,0,75,66.66666667,100,66.66666667,66.66666667,54.16666667,58.33333333,2,9,2,2,0.75,2.04,75,87.5,43.33,43.33,3.74,84.80725624,2.72,61.67800454,2,2,0,25,1,6,83.33333333,100,100,100,33.33333333,58.33333333,100,66.66666667,33.33333333,33.33333333,64.28571429,57.14285714
"165",884,0,3,"2","5","3.5","3.5","2","0","0",44,"44","46","46","48","49","55","55","57","59","59",1,NA,"66.66666667","66.66666667","83.33333333","0.66","0.27","0.49","0.67","62",44,15,7,13,110,75,5,5,13,83,57,16,42,97,4,10,2,3,1.9825,1.9825,50,100,76.67,93.33,3.08,0.698337292,2.3,0.791154791,4,12,8.333333333,50,1,6,66.66666667,66.66666667,0,100,100,75,100,66.66666667,100,33.33333333,58.33333333,79.16666667,12,12,6,6,2.295,1.9825,75,75,83.33,73.33,2.75,62.35827664,2.72,61.67800454,12,13,8.333333333,25,10,13,50,66.66666667,100,0,33.33333333,83.33333333,100,100,100,33.33333333,79.16666667,87.5
"166",886,0,2,"2","6","5","4","2","1","0",49,"51","53","54","55","56","61","63","63","65","65",2,"100","100","100","100","0.02","0.21","0.22","0.01","67",69,17,11,12,123,94,25,21,82,114,69,26,58,103,8,13,6,6,2.375,3.2,87.5,100,100,90,3.74,84.80725624,2.78,63.03854875,13,10,27.27272727,50,10,12,66.66666667,100,66.66666667,100,0,58.33333333,66.66666667,100,66.66666667,0,91.66666667,91.66666667,16,16,6,6,2.87,3.535,100,100,96.67,100,2.78,63.0317426,3.61,81.85057223,14,16,66.66666667,25,14,14,66.66666667,66.66666667,100,0,100,83.33333333,66.66666667,100,66.66666667,100,95.83333333,100
"167",887,1,2,"2","5","3.5","5","3","0","0",49,"49","52","53","54","55","60","62","62","64","65",2,"33.33333333","100","66.66666667","100",NA,"0.5","0.4","0.03","66",30,15,9,12,114,82,16,10,27,91,48,23,47,99,8,15,4,2.745,1.4825,2.375,75,96.995,55.625,83.33,1.61,36.50793651,1.97,44.67120181,10,20,50,58.33333333,4,6,50,0,100,0,100,58.33333333,66.66666667,33.33333333,66.66666667,66.66666667,62.5,70.83333333,18,20,6,6,3.54,3.535,50,62.5,86.67,100,2.16,48.97430361,3.16,71.64759231,0,29,50,83.33333333,8,10,50,100,66.66666667,0,33.33333333,58.33333333,66.66666667,33.33333333,66.66666667,66.66666667,83.33333333,91.66666667
"168",896,1,1,"2","6","3","2","1","1","0",50,"51","52","55","56","56","62","63","65","67","68",1,"50","66.66666667","100","83.33333333","1.34","0.6","0.26","0.53","69",37,13,16,12,126,96,11,7,12,82,55,26,45,98,3,14,2,6,1.726,3.2225,62.5,75,58.33,75,2.36,53.51473923,0.75,17.00496653,2,15,16.66666667,16.66666667,2,10,75,100,100,100,0,51.35,55.031,61.3,26.032,64.444,70.83333333,70.83333333,20,20,6,5,3,2.6375,100,100,93.33,80,2.83,64.1723356,3.58,81.17913832,39,14,33.33333333,41.66666667,13,15,50,100,66.66666667,0,33.33333333,100,100,100,100,100,92.85714286,85.71428571
"169",901,1,2,"2","3","5","4","3","0","0",49,"50","54","54","55","56","60","62","63","64","66",2,"16.66666667","83.33333333","100","100","1.34","1.98","0.03","0.51","68",48,6,8,7,80,9,24,15,58,103,70,26,58,103,13,13,6,6,2.5525,2.3875,75,75,63.33,63.33,2.3,52.15419501,1.3,29.47845805,9,14,41.66666667,25,9,12,50,33.33333333,33.33333333,66.66666667,66.66666667,58.33333333,66.66666667,100,66.66666667,0,70.83333333,87.5,14,20,6,6,2.89,3.535,75,87.5,100,80,2.99,67.79313323,4.41,99.9892032,25,29,41.66666667,58.33333333,12,12,66.66666667,100,100,66.66666667,0,83.33333333,66.66666667,66.66666667,100,100,87.5,83.33333333
"170",907,0,3,"2","5","3.5","3.5","2","0","0",48,"48","49","50","51","53","58","58","60","62","63",1,NA,"33.33333333","33.33333333","0","0.56","0.38","0.34","11.59","65",44,14,13,12,121,92,8,15,70,108,47,18,37,95,10,19,4,4,1.67,2.9725,87.5,100,76.67,86.67,1.17,0.319630545,3.24,0.734614554,13,15,8.333333333,41.66666667,2,3,75,100,100,100,0,83.33333333,100,66.66666667,100,66.66666667,87.5,83.33333333,20,20,6,6,2.6375,2.865,62.5,62.5,90,53.33,2.19,49.65986395,1.97,44.67120181,16,39,33.33333333,8.333333333,10,13,75,100,100,100,0,75,100,100,100,0,58.33333333,54.16666667
"171",914,1,2,"2","6","4","4","2","1","0",42,"43","47","47","48","45","54","55","55","57","58",2,"50","83.33333333","83.33333333","83.33333333",NA,"0.04","0.17","0.03","61",45,14,13,11,117,87,10,13,79,112,45,26,81,113,7,14,3,6,2.04,2.005,100,87.5,46.67,96.67,2.91,65.98639456,1.97,44.67120181,29,14,25,25,7,8,50,66.66666667,33.33333333,100,0,58.33333333,100,66.66666667,66.66666667,0,79.16666667,70.83333333,14,14,6,6,2.92,2.8875,75,87.5,97.22,100,3.58,81.17037357,3.55,80.49017491,29,14,25,58.33333333,9,8,75,100,100,100,0,83.33333333,66.66666667,66.66666667,100,100,95.83333333,95.83333333
"172",917,0,3,NA,"3","3","2",NA,"1","0",44,"44","45","46","48","49","54","54","56","58","58",1,NA,NA,"50",NA,"0.51","1.49","1.37","0.4","61",38,9,9,9,92,30,0,5,13,83,43,8,9,80,1,4.69,2,2,2.005,1.7325,62.5,37.5,80,63.33,1.92,0.435327143,1.92,0.435327143,2,3,0,25,0,1,58.33333333,66.66666667,100,66.66666667,0,58.33333333,66.66666667,33.33333333,100,33.33333333,70.83333333,70.83333333,10,13,4,6,2.2675,2.04,62.5,75,63.33,86.67,2.03,46.03174603,2.83,64.1723356,13,13,16.66666667,58.33333333,4,1,41.66666667,66.66666667,33.33333333,66.66666667,0,75,100,100,100,0,70.83333333,83.33333333
"173",920,0,2,"2","6","3.5","3.5","3","0","0",49,"50","54","54","55","51",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1.02",NA,NA,NA,14,8,4,8,78,7,2,6,12,82,33.877,17.685,53.689,92.616,4,5,2,1,1.6325,2.2675,50,50,36.67,66.67,2.28,51.70068027,2.8,63.49206349,13,13,41.66666667,33.33333333,1,0,50,66.66666667,33.33333333,66.66666667,33.33333333,41.66666667,66.66666667,33.33333333,33.33333333,33.33333333,66.66666667,79.16666667,8.832,13.048,2.985,4.706,2.639,3.291,80.363,78.573,98.966,63.247,2.597,57.476,1.56,35.394,14.574,40.316,6.524,37.153,5.96,1.535,53.328,96.385,25.309,59.221,32.725,46.61,95.118,21.994,18.699,54.787,63.52,92.247
"174",921,1,2,NA,NA,"4","4","3","0","0",41,"41","45","46","46","47","52","53","55","56","58",2,NA,NA,"33.33333333","50","2","0.57","0.21","0.39","59",36,15,6,13,107,68,2,8,39,96,47,12,27,91,9,10,3,4,1.755,2.3025,75,100,63.33,80,1.25,28.3446712,3.24,73.46938776,10,5,50,25,1,1,75,100,100,66.66666667,33.33333333,75,100,100,100,0,79.16666667,62.5,6,13,6,6,2.55,2.6375,50,87.5,93.33,86.67,2.83,64.16540704,4.41,99.9892032,11,13,41.66666667,33.33333333,5,6,41.66666667,33.33333333,33.33333333,0,100,83.33333333,100,100,100,33.33333333,37.5,54.16666667
"175",923,0,3,NA,"6","5","4","5","0","0",50,"51","53","53","54","56","62","62","64","65","66",2,"66.66666667","66.66666667","66.66666667","100","0.47","1.49","0.26","0.03","68",45,11,7,10,94,34,25,13,42,97,55,20,35,94,10,11,4,5,2.04,2.3525,62.5,62.5,83.33,70,2.99,0.677931332,1.92,0.435327143,4,11,8.333333333,16.66666667,10,11,58.33333333,66.66666667,100,33.33333333,33.33333333,25,33.33333333,33.33333333,33.33333333,0,79.16666667,83.33333333,20,15,6,6,2.865,3.2,75,87.5,93.33,100,2.19,49.65986395,2.03,46.03174603,7,15,25,50,10,12,58.33333333,100,100,33.33333333,0,66.66666667,100,66.66666667,0,100,79.16666667,87.5
"176",937,1,2,NA,NA,NA,NA,NA,NA,NA,43,"44","47","48","48","49","54","55","55","58","58",0,NA,"66.66666667","83.33333333","100","1.08","0.48","0.43","0.66","61",38,9,5,10,86,18,18,11,50,100,44,40,99,133,10,15,3,5,1.955,1.3975,50,37.5,66.67,83.33,2.36,53.51473923,2.13,48.29931973,5,38,8.333333333,8.333333333,0,9,66.66666667,100,66.66666667,100,0,75,66.66666667,100,100,33.33333333,54.16666667,75,20,20,6,6,2.95,2.24,75,75,83.33,76.67,2.8,63.48520838,2.75,62.35154394,30,79,33.33333333,41.66666667,12,11,66.66666667,66.66666667,33.33333333,100,66.66666667,41.66666667,0,66.66666667,66.66666667,33.33333333,75,70.83333333
"177",938,1,1,"2","5","3","3","3","0","0",42,"43","44","46","47","48","54","55","57","59","60",1,"33.33333333","50","83.33333333","66.66666667","0.21","0.27","0.2","0.03","60",45,15,16,13,130,98,11,14,75,110,54,26,81,113,13,9,4,3,1.7675,2.04,87.5,62.5,95.83,91.67,3.55,80.49886621,2.75,62.35154394,4,2,33.33333333,25,2,8,75,100,100,100,0,75,100,100,100,0,41.66666667,54.16666667,17,13,6,6,2.9725,2.95,75,62.5,96.67,100,1.97,44.67120181,2.41,54.64852608,11,14,58.33333333,25,10,13,75,100,100,100,0,83.33333333,100,100,33.33333333,100,89.28571429,92.85714286
"178",939,0,2,NA,NA,NA,NA,NA,NA,NA,50,"51","54","55","56","56","62","63","64","65","66",0,"50","50","66.66666667","0","1.14","2.29","0.47","0.49","69",45,8,6,6,73,4,11,7,12,82,55,18,16,85,4,1,2,2,2.8875,1.3475,87.5,87.5,66.67,56.67,1.25,28.3446712,3.58,81.17913832,9,0,25,58.33333333,2,4,75,100,100,100,0,75,66.66666667,100,66.66666667,66.66666667,66.66666667,50,11,11,5,6,2.38,2.375,50,87.5,83.33,83.33,2.88,65.29907148,2.08,47.16044051,10,11,25,66.66666667,7,10,75,100,66.66666667,33.33333333,100,66.66666667,66.66666667,33.33333333,66.66666667,100,79.16666667,87.5
"179",941,0,2,"2","6","4","3","2","0","0",40,"41","45","46","46","47","52","53","53","55","56",2,NA,NA,"33.33333333","66.66666667","0.53","0.6","0.16","0.54","59",45,11,6,11,94,34,2,7,32,93,60,15,50,100,10,7,2,2,1.455,2.665,62.5,87.5,80,76.67,0.86,19.50113379,3.58,81.17913832,2,5,0,16.66666667,1,1,33.33333333,0,0,33.33333333,100,66.66666667,66.66666667,33.33333333,66.66666667,100,50,58.33333333,10,9,3,6,2.33,2.3525,62.5,37.5,97.22,80,1.25,28.34161088,2.33,52.82876269,5,10,33.33333333,33.33333333,4,4,16.66666667,33.33333333,0,33.33333333,0,50,66.66666667,33.33333333,33.33333333,66.66666667,79.16666667,95.83333333
"180",956,0,3,"2","3","3.5","2","1","1","1",39,"39","42","43","44","44","50","51","52","54","55",1,NA,"66.66666667",NA,"50","8.13",NA,"1.41","1.03","57",13,8,7,6,81,10,0,0,5,76,30,7,12,82,0,4,0,1,1.915,0.835,50,62.5,53.33,43.33,3.58,0.811703736,1.92,0.435327143,2,12,16.66666667,16.66666667,1,3,25,0,33.33333333,0,66.66666667,33.33333333,33.33333333,33.33333333,0,66.66666667,54.16666667,54.16666667,9,9,3,3,1.2175,2.03,62.5,62.5,63.33,66.67,3.58,81.17913832,4.41,100,4,5,0,33.33333333,0,3,66.66666667,66.66666667,66.66666667,100,33.33333333,33.33333333,0,33.33333333,33.33333333,66.66666667,45.83333333,41.66666667
"181",960,0,1,"2","2","3","3.5","2","0","0",44,"45","46","48","49","49","55","57","59","61","62",1,"50","50","50","50",NA,"2.48",NA,NA,"62",17,8,6,8,82,12,7,2,5,76,46,10,16,85,10,14,1,2,1.5525,1.78,50,78.016,50,54.17,1.66,37.64172336,0.86,19.49902829,1,2,50,25,4,2,75,100,100,100,0,75,100,100,100,0,50,29.16666667,13,14,3,6,2.915,2.2675,50,50,50,50,3.55,80.49886621,3.91,88.66213152,12,14,18.18181818,16.66666667,3,8,83.33333333,100,100,100,33.33333333,75,100,100,100,0,50,92.85714286
"182",965,1,2,"1","5","3","5","3","0","0",43,"44","47","48","49","49","54","55","57","58","60",2,"66.66666667","50","100","100","0.02","0.22","0.34","0.2","61",45,16,16,9,124,95,7,7,23,89,46,16,42,97,7,7,5,3,2.6025,2.1025,50,50,100,93.33,2.38,53.96825397,3.58,81.17913832,4,7,25,8.333333333,2,6,75,100,100,100,0,50,100,33.33333333,33.33333333,33.33333333,79.16666667,37.5,4,12,4,6,2.32,3.535,100,62.5,90,96.67,3.66,82.98423667,2.75,62.35154394,10,13,41.66666667,41.66666667,8,10,66.66666667,66.66666667,100,0,100,83.33333333,66.66666667,66.66666667,100,100,87.5,91.66666667
"183",977,0,2,"2","5","4","4","4","0","0",48,"48","51","52","53","54","59","60","61","63","64",2,"100","100","100","100","2.19","0.2","0.03","0.02","66",45,10,14,14,119,90,26,23,87,117,65,27,42,104,12,20,6,6,3.2225,2.865,100,87.5,63.33,96.67,1.33,30.15873016,4.41,100,29,29,50,91.66666667,12,15,83.33333333,100,100,100,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,70.83333333,91.66666667,20,20,6,6,3.54,3.535,87.5,87.5,100,100,2.72,61.67134528,3.91,88.65255884,100,100,83.33333333,83.33333333,15,15,50,66.66666667,33.33333333,0,100,50,66.66666667,33.33333333,33.33333333,66.66666667,91.66666667,91.66666667
"184",978,1,1,NA,"5","4","4","4","0","0",47,"49","49","51","52","53","58","59","62","64","65",2,"33.33333333","66.66666667","100","100","0.73","0.21","0.03","0.02","65",38,15,6,12,105,63,17,17,79,112,32,26,70,108,13,12,3,6,2.625,2.5525,50,75,70.83,95.83,1.806,72.64,3.74,84.79809976,13,13,16.66666667,33.33333333,10,11,50,33.33333333,100,33.33333333,33.33333333,75,100,100,0,100,79.16666667,83.33333333,20,19,6,6,2.2675,3.535,25,87.5,100,100,4.41,100,3.58,81.17913832,49,28,58.33333333,66.66666667,15,15,66.66666667,100,100,0,66.66666667,83.33333333,100,100,100,33.33333333,96.42857143,89.28571429
"185",979,0,3,NA,NA,NA,NA,NA,NA,NA,42,"43","45","45","46","49","54","54","56","57","58",0,"66.66666667","50","100","100","0.49","0.61","2.19","0.23","60",45,18,11,17,133,99,12,16,37,95,45,17,47,99,12,12,5,6,2.2675,2.3025,37.5,62.5,83.33,73.33,2.86,0.648456057,1.63,0.369574606,6,12,0,33.33333333,4,8,54.54545455,66.66666667,33.33333333,66.66666667,50,75,100,66.66666667,100,33.33333333,41.66666667,70.83333333,8,12,6,6,2.3025,3.535,37.5,62.5,60,93.33,2.11,47.84580499,2.78,63.03854875,14,12,50,50,5,10,91.66666667,66.66666667,100,100,100,58.33333333,100,66.66666667,0,66.66666667,75,87.5
"186",985,1,3,NA,NA,NA,NA,NA,NA,NA,48,"49","51","52","53","55","60","60","62","65","65",0,"33.33333333","66.66666667","50","83.33333333","2.81",NA,"0.45","0.49","66",32,9,7,7,83,13,21,10,27,91,27,19,30,92,9,11,3,6,1.4825,1.7325,37.5,62.5,53.33,50,2.49,0.564564889,2.75,0.623515439,9,19,8.333333333,35.395,9,11,50,50,50,50,50,50,33.33333333,100,66.66666667,0,83.33333333,75,14,6,6,6,2.7225,2.615,100,100,83.33,80,2.03,46.03174603,1.36,30.83900227,14,14,41.66666667,16.66666667,12,14,83.33333333,100,100,100,33.33333333,66.66666667,100,66.66666667,100,0,95.83333333,83.33333333
"187",986,0,2,"1","5","2","3","1","1","0",51,"51","55","55","56","56","62","63","63","66","67",1,NA,"50","83.33333333","100","0.55","0.21","0.04","0.17","68",45,8,10,7,87,19,8,9,21,88,45,12,42,79,11,20,4,6,2.0175,1.7325,75,87.5,76.67,96.67,2.91,65.98639456,2.72,61.67800454,12,21,16.66666667,33.33333333,1,6,75,100,66.66666667,66.66666667,66.66666667,75,66.66666667,100,66.66666667,66.66666667,83.33333333,66.66666667,20,20,6,6,3.54,3.285,62.5,75,96.67,96.67,2.16,48.97430361,3.58,81.17037357,22,39,66.66666667,50,10,11,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,83.33333333,66.66666667,100,100,66.66666667,79.16666667,95.83333333
"188",1022,0,1,"2","5","4","5","3","0","0",48,"49","51","52","52","54","59","60","63","64","66",2,"66.66666667","83.33333333","50","100",NA,"0.04","0.04","0.21","66",45,12,11,11,109,73,4,13,42,97,44,23,47,99,10,13,4,6,2.0175,1.4825,75,37.5,50,95.83,4.41,100,3.61,81.85057223,9.901,10,58.33333333,41.66666667,2,6,50,66.66666667,100,0,0,41.66666667,66.66666667,100,0,0,79.16666667,79.16666667,12,14,6,6,3.2,2.865,50,100,96.67,96.67,2.8,63.49206349,1.97,44.67120181,12,15,66.66666667,33.33333333,10,11,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,75,100,100,0,100,92.85714286,85.71428571
"189",1110,0,2,"2","2","4","5","1","0","0",50,"51","54","55","55","56","62","62","63","64","65",2,"83.33333333","50","100","100","0.27","0.34","0.21","0.02","67",46,8,15,6,97,42,26,19,75,110,52,40,42,123,15,14,6,6,1.67,2.6025,62.5,62.5,93.33,90,4.41,100,2.72,61.67800454,10,12,41.66666667,58.33333333,10,12,75,100,100,100,0,75,100,100,100,0,83.33333333,87.5,14,20,6,6,3.54,3.2,87.5,75,96.67,100,3.58,81.17037357,3.61,81.85057223,14,100,50,91.66666667,15,15,75,100,100,100,0,75,100,66.66666667,100,33.33333333,95.83333333,83.33333333
"190",1113,1,1,NA,"3","2","2","1","1","1",47,"48","48","50","51","52","58","60","62","63","64",1,"83.33333333","33.33333333","50","66.66666667","1.29","1.95","0.64",NA,"64",15,9,10,7,90,25,3,5,9,80,22,11,12,82,10,8,0,1,2.415,2.3175,56.624,75,62.5,54.17,3.05,69.16099773,1.69,38.31785791,5,5,8.333333333,9.090909091,4,8,75,100,100,100,0,58.33333333,66.66666667,100,66.66666667,0,45.83333333,70.83333333,9,14,2,4,2.1025,2.1025,87.5,100,76.67,50,3.08,69.84126984,1.61,36.50793651,14,14,16.66666667,0,9,12,50,100,66.66666667,33.33333333,0,40,33.33333333,100,50,0,68.917,57.045
"191",1132,0,2,"2","3","3.5","3.5","1","1","1",49,"50","53","54","54","55","60","61",NA,NA,NA,1,NA,NA,NA,NA,"1.8","2.14","4.46",NA,NA,37,9,4,8,80,9,8,4,5,75,49.607,20.002,39.869,92.303,6,12,2,1,2.115,2.04,62.5,50,56.67,60,2.75,62.35827664,2,45.35147392,6,5,40.748,16.66666667,0,1,48.945,49.71,83.301,58.165,2.988,58.33333333,33.33333333,33.33333333,66.66666667,100,41.66666667,58.33333333,12,15.075,4,5.027,2.35,2.631,52.341,50,53.33,92.959,2.86,64.8456057,3.292,74.639,13,21.889,37.259,54.802,6.105,5.266,43.399,36.051,38.751,18.678,80.544,73.079,84.878,95.048,55.957,56.796,71.813,88.358
"192",1160,0,2,"2","5","3.5","3","1","1","0",49,"50","54","54","55","55","61","62","62","64","65",1,"100","100","100","100","0.81","0.21","0.22","0.27","66",44,12,3,10,87,19,25,18,73,109,69,26,42,103,11,14,6,6,2.3525,3.2,62.5,75,73.33,96.67,2.08,47.16553288,3.11,70.52154195,14,14,50,66.66666667,9,11,66.66666667,100,33.33333333,33.33333333,100,58.33333333,100,100,33.33333333,0,87.5,83.33333333,15,20,6,6,2.58,3.535,50,75,96.67,93.33,2.94,66.6594688,2.25,51.01489959,15,32,58.33333333,66.66666667,12,13,75,100,100,0,100,66.66666667,66.66666667,33.33333333,66.66666667,100,91.66666667,100
"193",1168,0,2,NA,NA,NA,NA,NA,NA,NA,48,"49","52","53","53","54","59","60","60","62","63",0,NA,NA,"66.66666667","50","0.96","0.64","0.16","0.29","65",45,11,9,7,92,30,9,6,9,80,31,10,42,80,13,9,2,3,2.3025,2.2675,75,87.5,66.67,76.67,2.83,64.1723356,2.86,64.85260771,10,1,33.33333333,50,1,1,50,66.66666667,100,33.33333333,0,58.33333333,33.33333333,100,66.66666667,33.33333333,58.33333333,87.5,20,18,6,6,2.97,2.3025,100,50,96.67,93.33,3.58,81.17037357,2.8,63.48520838,17,28,50,66.66666667,3,7,66.66666667,100,66.66666667,66.66666667,33.33333333,83.33333333,100,66.66666667,66.66666667,100,79.16666667,91.66666667
"194",1177,1,1,"2","3","3","3","1","1","1",42,"43","43","46","46","47","53","55","57","58","59",1,NA,"83.33333333","100","100","1.07","2.37","2.95","1.64","60",25,14,12,10,112,79,2,7,32,93,45,11,19,87,15,17,4,3,2.006,2.915,75,87.5,62.5,58.33,1.82,99.727,2.574,96.825,14,14,11.28,16.66666667,0,2,75,100,66.66666667,100,33.33333333,50,100,100,0,0,62.5,70.83333333,15,14,6,6,2.66,3.535,100,87.5,53.33,60,1.25,28.3446712,3.55,80.49886621,14,12,16.66666667,33.33333333,5,8,75,100,100,100,0,75,100,100,100,0,57.14285714,82.14285714
"195",1181,0,2,NA,NA,NA,NA,NA,NA,NA,45,"46","49","49","50","51","56","57",NA,"59","60",0,"50","50","33.33333333","100","8.83",NA,"4.4","2.03","62",46,12,9,9,99,47,7,10,37,95,33.489,10,42,85,8,10,2,3,2.0175,1.7325,62.5,50,53.33,46.67,2.78,63.03854875,1.5,34.01360544,8,6,0,8.333333333,12,12,75,100,66.66666667,66.66666667,66.66666667,66.66666667,100,100,66.66666667,0,45.83333333,83.33333333,13,13,6,6,2.04,1.8175,75,62.5,56.67,56.67,1.92,43.53271432,2.49,56.45648888,12,12,25,33.33333333,13,13,41.66666667,66.66666667,66.66666667,33.33333333,0,83.33333333,66.66666667,100,66.66666667,100,83.33333333,62.5
"196",1183,1,1,NA,NA,NA,NA,NA,NA,NA,42,"43",NA,"46","47","48","54",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"1.23","0.78",NA,NA,47.502,8,8,6,81,10,8.608,1,3,73,29.964,16.973,39.29,92.737,13,1,1,2,1.42,1.8025,66.385,60.558,37.5,62.5,2.593,37.659,0,0,1,2,33.33333333,20,0,1,75,100,100,100,0,75,100,100,100,0,66.66666667,50,12,19.004,2,4.12,1.6825,1.374,62.5,44.779,73.33,68.761,2.91,65.98639456,1.833,41.554,6.499,1.925,14.462,29.927,1.9,5.909,59.368,59.102,81.924,88.633,5.167,55.504,69.375,30.351,27.547,97.373,74.775,57.698
