"","id","sex1","cohort1","childeth","childrace","momeduc","dadeduc","income","foodstamp","houseassist","age1","age2","age3","age4","age5","age6","age7","age8","age9","age10","age11","edcon","y1ncT1","y1ncT2","y2ncT1","y2ncT2","y1dqdwfT1","y1dqdwfT2","y2dqdwfT1","y2dqdwfT2","age12","y1ef","RV_Scaled","BD_Scaled","In_Scaled","FSIQ","Percentile","PALS","y1temaraw","y1temaper","y1temascore","y2ef","y2temaraw","y2temaper","y2temascore","y1enumT1","y1enumT2","y1gnT1","y1gnT2","y1ptxT1","y1ptxT2","y1mbT1","y1mbT2","y1dqdaccT1","y1dqdaccT2","y1ocscoreT1","y1ocaccT1","y1ocscoreT2","y1ocaccT2","y1vcT1","y1vcT2","y1nvcT1","y1nvcT2","y1nrT1","y1nrT2","y1ck_allT1","y1ck_corT1","y1ck_rlT1","y1ck_peT1","y1ck_eT1","y1ck_allT2","y1ck_corT2","y1ck_rlT2","y1ck_peT2","y1ck_eT2","y1cqdT1","y1cqdT2","y2enumT1","y2enumT2","y2gnT1","y2gnT2","y2ptxT1","y2ptxT2","y2mbT1","y2mbT2","y2dqdaccT1","y2dqdaccT2","y2ocscoreT1","y2ocaccT1","y2ocscoreT2","y2ocaccT2","y2vcT1","y2vcT2","y2nvcT1","y2nvcT2","y2nrT1","y2nrT2","y2ck_allT1","y2ck_corT1","y2ck_rlT1","y2ck_peT1","y2ck_eT1","y2ck_allT2","y2ck_corT2","y2ck_rlT2","y2ck_peT2","y2ck_eT2","y2cqdT1","y2cqdT2"
"38",288,1,3,"2","3","3.5","3.5","1","1","0",49,"49","51","52","53","54","60","60","62","64","64",1,"50","16.66666667","100","100","0.4","0.2","0.2","0.21","67",45,11,7,11,97,42,21,12,37,95,48,24,50,100,20,20,6,6,3.285,1.74,50,87.5,86.67,96.67,2.86,0.648456057,2.25,0.510148996,19,20,41.66666667,25,10,11,58.33333333,66.66666667,100,66.66666667,0,83.33333333,66.66666667,66.66666667,100,100,66.66666667,50,20,20,6,6,2.865,3.2,87.5,100,96.67,96.67,2.16,48.97959184,2.83,64.1723356,29,30,50,65.852,11,12,50,100,0,0,100,41.66666667,100,0,0,66.66666667,87.5,83.33333333
"39",303,0,2,NA,NA,NA,NA,NA,NA,NA,51,"52","53","55","55","56","61","63","63","66","67",0,"83.33333333","66.66666667","83.33333333","83.33333333",NA,"0.01","0.22","0.44","68",43,13,11,7,100,50,18,9,21,88,46,20,35,94,12,20,4,6,2.1025,2.04,75,50,40,93.33,3.05,69.16099773,2.91,65.98639456,12,21,41.66666667,16.66666667,6,7,83.33333333,100,100,33.33333333,100,50,100,100,0,0,83.33333333,75,20,20,6,6,2.62,2.04,87.5,75,96.67,83.33,2.83,64.16540704,2.75,62.35154394,30,29,41.66666667,33.33333333,10,10,100,100,100,100,100,75,66.66666667,66.66666667,66.66666667,100,79.16666667,91.66666667
"40",304,0,1,"2","5","4","4","6","0","0",48,"49","50","52","53","54","60","62","63","65","66",2,NA,NA,"83.33333333","66.66666667","0.41","0.52","0.28","0.22","67",46,12,7,11,99,47,4,7,12,82,54,21,37,95,13,14,2,5,2.08,1.821,75,100,83.33,79.17,2.72,61.67800454,3.08,69.83372922,13,3,33.33333333,8.333333333,3.739,0,66.66666667,100,100,66.66666667,0,75,100,100,100,0,45.83333333,84.637,14,14,6,6,2.95,2.865,87.5,75,93.33,96.67,1.47,33.33333333,2.8,63.49206349,8,12,50,41.66666667,8,9,100,100,100,100,100,75,100,100,0,100,92.85714286,82.14285714
"41",305,1,2,NA,NA,NA,NA,NA,NA,NA,46,"49","50","50",NA,NA,NA,NA,NA,NA,NA,0,"66.66666667",NA,NA,NA,"0.41","0.03",NA,NA,NA,44,10,8,9,92,30,6,8.661,37.825,92.307,37.55,12.29,25.057,81.146,1,10,3,3,1.79,2.04,62.5,87.5,86.67,100,3.55,80.49886621,3.11,70.52154195,11,11.921,25,41.69,3,2.227,33.33333333,33.33333333,33.33333333,66.66666667,0,72.937,50.172,88.915,83,67.417,83.33333333,87.723,9.472,10.347,4.15,4.145,1.614,2.199,63.587,68.058,66.493,85.91,3.23,72.876,2.636,59.782,26.798,0.065,23.39,31.747,2.846,1.595,61.902,79.074,96.098,54.49,17.887,38.561,35.145,90.132,18.309,13.12,64.434,94.832
"42",319,0,1,"2","6","3","3","1","1","0",45,"47","47","49","50","51","57","58","60","62","63",1,"50","100","83.33333333",NA,"0.35","0.35","0.54","0.2","64",54,14,10,11,112,79,6,16,75,110,55,22,55,102,11,14,6,6,1.9825,2.3025,100,100,87.5,87.5,2.86,64.85260771,2.91,65.97927014,6,14,16.66666667,41.66666667,8,12,75,100,100,100,0,66.66666667,66.66666667,100,100,0,66.66666667,79.16666667,8,20,6,6,2.66,2.33,100,87.5,80,96.67,2.08,47.16553288,3.58,81.17913832,20,20,50,58.33333333,13,14,66.66666667,100,100,66.66666667,0,66.66666667,100,100,66.66666667,0,89.28571429,78.57142857
"43",320,1,1,"2","5","4","3","4","0","0",48,"49","50","52","53","54","60","61","63","65","66",2,"66.66666667","66.66666667","33.33333333","66.66666667","1.3","1.33","1.1","0.34","61",15,8,9,7,85,16,5,10,27,91,64,18,50,100,4,5,4,3,1.8025,2.3875,100,100,66.67,62.5,2.86,64.85260771,2.25,51.01489959,4,9,16.66666667,25,4,3,50,66.66666667,66.66666667,66.66666667,0,75,100,100,100,0,30.673,66.66666667,10,20,6,6,2.6375,2.9375,87.5,87.5,66.67,100,2.83,64.1723356,2.78,63.03854875,15,30,25,58.33333333,8,15,58.33333333,100,100,33.33333333,0,50,100,100,0,0,78.57142857,96.42857143
"44",326,1,1,NA,NA,NA,NA,NA,NA,NA,44,"45","46","48","49","50","56","57","60","61","62",0,"50","16.66666667","100","66.66666667",NA,"3.78","2.33",NA,"63",26,9,13,8,100,50,21,2,5,76,58,11,12,82,10,12,1,2,2.715,2.1025,50.398,76.785,49.608,54.17,1.69,38.32199547,2.11,47.84063917,5,4,0,16.66666667,4,9,45.463,38.781,40.002,79.952,35.72,66.66666667,100,66.66666667,100,0,29.014,20.83333333,12,20,2,5,3.2,2.6025,100,100,56.67,46.67,3.58,81.17913832,2.83,64.1723356,39,29,16.66666667,25,11,11,66.66666667,100,100,66.66666667,0,83.33333333,100,100,66.66666667,66.66666667,46.42857143,60.71428571
"45",330,0,1,"2","5","3.5","2","1","1","1",47,"48","50","51","52","52","59","59","63","63","64",1,"33.33333333","50","100","100","0.63",NA,"1.68","0.24","65",48,8,10,13,100,50,16,17,79,112,68,30,82,114,10,20,6,6,2.045,2.6025,87.5,85.71428571,75,69.917,2.08,47.16553288,3.55,80.49017491,39,20,41.66666667,58.33333333,5,5,75,100,100,100,0,75,100,100,100,0,54.16666667,37.5,20,20,6,6,3.535,3.2,87.5,100,63.33,93.33,3.11,70.52154195,4.41,100,39,0,66.66666667,75,11,11,75,100,100,100,0,75,100,100,100,0,64.28571429,89.28571429
"46",334,0,1,"2","3","3","4","1","1","0",46,"47","49","51","51","52","58","59","62","63","64",2,NA,NA,"100","83.33333333",NA,"3.27","0.83","0.7","61",17,11,8,8,92,30,0,2,3,72,28,6,4,74,4,14,1,3,2.3175,1.9675,87.5,75,41.198,58.33,2.11,58.44875346,3.91,88.65255884,1,14,13.878,25,0,1,50,100,66.66666667,33.33333333,0,83.33333333,100,100,100,33.33333333,18.75,37.5,9,14,2,4,1.8025,1.8525,87.5,50,73.33,76.67,2.05,46.48526077,2.83,64.1723356,14,14,0,41.66666667,3,4,75,100,66.66666667,100,33.33333333,81.81818182,100,100,100,33.33333333,35.71428571,57.14285714
"47",339,0,1,"2","5","3","3","1","1","0",48,"50","51","53","53","55","60","62","64","65","66",1,"83.33333333","83.33333333","83.33333333","100","0.21","0.03","0.34","0.21","67",47,13,11,11,112,79,18,16,63,105,55,24,50,100,10,15,6,6,3.2,2.865,62.5,100,95.83,100,2.72,61.67800454,2.72,61.67134528,13,15,58.33333333,33.33333333,8,10,75,100,100,100,0,75,100,100,100,0,91.66666667,91.66666667,14,20,6,6,2.95,3.2,75,87.5,90,96.67,4.41,100,3.74,84.80725624,29,39,66.66666667,83.33333333,10,11,50,33.33333333,33.33333333,100,33.33333333,83.33333333,100,100,66.66666667,66.66666667,96.42857143,78.57142857
"48",345,0,1,"2","5","4","3","4","0","0",48,"49","50","52","53","54","60","61","64","65","66",2,"83.33333333","83.33333333","66.66666667","100","0.18","0.21","0.88","0.27","63",15,14,9,5,94,34,10,11,32,93,18,17,35,94,6,14,2,4,2.33,2.0525,50,87.5,95.83,95.83,2.78,63.03854875,3.74,84.79809976,7,13,25,75,4,6,66.66666667,100,100,66.66666667,0,75,100,100,0,100,89.305,91.66666667,13,15,6,6,3.2,3.2,75,57.14285714,73.33,93.33,2.8,63.49206349,2.94,66.66666667,14,14,91.66666667,66.66666667,12,11,50,66.66666667,100,0,33.33333333,63.63636364,100,66.66666667,0,100,82.14285714,82.14285714
"49",346,1,2,NA,NA,NA,NA,NA,NA,NA,49,"50","54","54","55","56","61","62","63","65","66",0,NA,NA,"83.33333333","100","0.51","1.23","0.03","0.22","67",32,14,3,10,92,30,2,4,5,75,27,11,6,77,10,11,2,3,1.7325,3.2,62.5,50,83.3,63.33,2.44,55.32879819,2.78,63.03854875,11,11,8.333333333,16.66666667,1,1,58.33333333,66.66666667,66.66666667,33.33333333,66.66666667,54.54545455,66.66666667,50,100,0,70.83333333,83.33333333,11,12,6,6,2.35,2.365,37.5,62.5,100,96.67,2.78,63.0317426,3.61,81.85057223,11,14,41.66666667,50,3,4,23.167,0,0,0,94.777,83.33333333,100,66.66666667,100,66.66666667,87.5,87.5
"50",349,1,1,"1",NA,"2","2","1","0","0",46,"47","49","50","51","52","58","60","63","64","64",1,NA,"16.66666667","50","100","0.46",NA,"0.4","0.49","65",46,11,8,4,83,13,3,7,16,85,23,15,25,90,10,13,4,2,1.99,2.1875,100,87.5,79.17,50,1.3,29.47845805,3.66,82.98423667,5,5,58.33333333,16.66666667,1,2,41.66666667,0,0,66.66666667,100,83.33333333,100,100,66.66666667,66.66666667,87.5,58.33333333,12,14,6,6,2.3875,2.865,87.5,100,86.67,83.33,4.41,100,3.05,69.16099773,14,40,58.33333333,50,9,9,66.66666667,100,66.66666667,33.33333333,66.66666667,100,100,100,100,100,71.42857143,88.537
"51",350,1,1,"2","2","4","5","3","0","0",43,"43","45","46","47","48","54",NA,NA,NA,NA,2,NA,"83.33333333",NA,NA,"1.18",NA,"0.71",NA,NA,16,13,6,10,98,45,21,3,7,78,17.274,22.243,69.05,104.541,13,10,1,3,1.788,1.619,62.5,67.524,62.5,37.5,1.17,26.53061225,0.67,15.19110343,10,13,22.22222222,40.894,6.385,6,51.203,27.667,65.927,85.87,17.697,68.873,82.824,34.374,92.856,59.552,52.032,70.83333333,10,10.065,6,5.886,3.2225,3.125,62.5,75.541,73.33,79.142,1.5,34.01360544,1.342,30.439,16.594,50.878,17.774,15.573,10.713,10.548,63.028,83.327,46.463,38.87,84.176,33.847,50.556,48.499,11.535,26.181,62.544,80.836
"52",353,0,2,"2","5","3","3","1","1","0",50,"51","53","54","55","56","61","63","63","65","66",1,"83.33333333","83.33333333","83.33333333","100","0.48","0.39","0.22","0.21","67",64,11,18,14,130,98,13,16,63,105,56,17,23,89,13,18,6,6,2.3525,2.005,75,100,83.33,86.67,2.03,46.03174603,2.83,64.1723356,9,15,18.18181818,58.33333333,5,6,70,66.66666667,100,0,100,75,100,100,100,0,79.16666667,87.5,20,20,6,6,2.55,2.575,75,37.5,93.33,96.67,3.58,81.17037357,3.61,81.85057223,23,16,50,66.66666667,7,7,50,100,66.66666667,0,33.33333333,75,66.66666667,66.66666667,66.66666667,100,79.16666667,75
"53",354,0,2,"2","3","2","2",NA,"1","1",48,"49","51","53","53","54","60","61","61",NA,NA,1,NA,"33.33333333",NA,NA,"0.28","0.39","0",NA,NA,15,9,7,7,83,13,4,9,21,88,26,17.16,34.487,94.072,10,11,2,5,1.705,2.3175,87.5,50,93.33,86.67,3.91,88.66213152,2.88,65.30612245,14,9,8.333333333,16.66666667,1,2,75,100,100,100,0,66.66666667,100,100,66.66666667,0,54.16666667,75,14,16.054,6,5.214,2.95,3.116,75.142,75,100,90.034,3.66,82.98423667,2.083,47.239,14,0.953,33.33333333,36.037,0,0.57,58.33333333,33.33333333,66.66666667,100,33.33333333,56.427,47.036,72.054,39.54,68.235,45.83333333,85.891
"54",358,0,1,"2","5","3","3","2","0","0",42,"42","44","46","46","47","53","54","58","59","60",1,NA,"83.33333333","100","100","0.4","0.4","0.03","0.37","60",36.522,9.025,7.13,10.187,91.529,35.479,23,17,93,122,45,30,90,119,7,17,3.77,6,3.174,2.4025,100,75,83.33,83.33,2.356,61.066,2,45.34657741,20,25,16.66666667,50,1,8,75,100,100,100,0,75,100,100,100,0,45.83333333,54.16666667,20,20,6,6,3.2,3.2,87.5,75,100,86.67,2.86,64.85260771,3.08,69.84126984,49,100,8.333333333,16.66666667,11,14,75,100,100,100,0,75,100,100,100,0,85.71428571,96.42857143
"55",361,0,1,"2","5","4","5",NA,"0","0",47,"48","49","51","52","53","59","60","63","64","65",2,"50","66.66666667","100","100","1.51","0.34","0.22","0.02","66",45,16,17,12,135,99,26,20,87,117,48,34,82,114,20,20,6,6,3.535,3.2,75,87.5,62.5,87.5,2.99,67.80045352,2.03,46.02677607,10,29,33.33333333,42.85714286,15,15,75,100,100,100,0,66.66666667,100,66.66666667,100,0,79.16666667,87.5,20,20,6,6,3.2,3.535,87.5,100,96.67,100,3.66,82.99319728,2.86,64.85260771,100,100,66.66666667,58.33333333,15,15,91.66666667,100,100,100,66.66666667,100,100,100,100,100,78.57142857,92.85714286
"56",365,0,1,NA,NA,NA,NA,NA,NA,NA,47,"48","50","51","52","53","59","61","64","65","65",0,NA,"66.66666667",NA,NA,NA,"3.05","0.68","2.37","66",15,8,6,6,78,7,0,1,2,70,46,9,3,73,1,6,1,1,2.29,2.785,75,62.5,41.67,54.17,0.83,18.82086168,1.42,32.19606996,12,3,50,8.333333333,1,2,68.806,100,100,65.026,17.104,75,100,100,100,0,58.33333333,50,6,6,2,2,1.5175,1.67,87.5,62.5,76.67,53.33,1.47,33.33333333,1.92,43.53741497,8,4,25,25,1,1,50,66.66666667,66.66666667,66.66666667,0,75,100,100,100,0,46.42857143,75
"57",368,0,1,"2","3","2","3.5","1","0","0",40,"41","42","44","45","45","52","53","56","57","58",1,NA,NA,NA,NA,NA,"5.54","0.81","1.15","59",15,8,14,7,98,45,3.481,4,16,85,46,8,16,85,7,10,1,1,1.589,2.115,62.5,62.5,56.892,54.17,2.91,65.98639456,2.78,63.0317426,2,4,0,16.66666667,1,0,75,100,100,100,0,66.66666667,66.66666667,100,66.66666667,33.33333333,43.75,75,10,20,2,2,1.9825,1.7325,100,75,73.33,66.67,2.8,63.49206349,2.13,48.29931973,12,14,41.66666667,25,1,1,58.33333333,33.33333333,100,100,0,45.45454546,66.66666667,0,33.33333333,100,89.28571429,57.14285714
"58",369,0,1,NA,NA,NA,NA,NA,NA,NA,50,"51","53","54","54","56","61",NA,NA,NA,NA,0,NA,"16.66666667",NA,NA,"0.41","0.69",NA,NA,NA,26,9,4,7,78,7,1,3,2,70,29.933,13.789,12.192,78.513,6,3,2,3,2.665,1.9825,100,62.5,83.33,70.83,2.326,30.068,1.58,68.59623734,8,1,21.45,33.33333333,1,2,16.66666667,0,0,0,50,75,66.66666667,66.66666667,100,66.66666667,73.261,79.16666667,4,15.169,3,5.367,2.296,2.584,54.254,55.342,47.145,63.853,3.086,70.201,4.126,93.561,11.723,47.04,37.802,54.243,7.303,10.198,37.995,65.132,25.471,23.506,37.715,51.421,55.235,30.324,41.287,82.361,72.453,76.276
"59",371,0,2,NA,"3","3.5","3.5","1","1","1",44,"45","49","50","51","52","56",NA,NA,NA,NA,1,"50","50",NA,NA,"1.08","0.97",NA,NA,NA,15,11,5,7,83,13,12,2,3,72,24.269,9.097,14.067,77.526,4,10,1,0,1.945,1.6825,75,50,63.33,70,3.08,69.84126984,1.66,37.64172336,5,6,8.333333333,0,10,8,75,100,100,100,0,75,100,100,100,0,66.66666667,70.83333333,6,12.236,4.34,5.539,2.527,2.391,38.778,75,94.026,83.938,3.135,67.785,3.104,70.374,1.981,5.465,12.552,39.275,6.592,6.557,44.165,36.013,51.308,20.576,68.568,56.186,85.333,31.052,19.523,86.532,75.677,73.062
"60",376,0,3,NA,NA,NA,NA,NA,NA,NA,43,"43","46","46","48","49",NA,NA,NA,NA,NA,0,"66.66666667",NA,NA,NA,"0.43","0.4",NA,NA,NA,27,12,9,12,105,63,5,11,50,100,60.625,7.424,20.833,83.226,5,14,2,6,1.705,3.285,75,50,86.67,86.67,1.92,0.435327143,2.8,0.634852084,9,14,41.66666667,16.66666667,3,2,75,100,100,100,0,66.66666667,66.66666667,66.66666667,100,33.33333333,91.66666667,83.33333333,11.249,12.235,1.068,3.855,1.997,2.118,72.423,60.754,65.429,40.251,2.805,64.062,2.944,66.754,26.983,15.741,14.44,13.349,2.536,3.937,56.243,60.944,47.6,90.169,24.501,52.321,42.047,4.485,75.705,85.323,51.767,47.85
"61",379,0,1,NA,NA,NA,NA,NA,NA,NA,42,"44","45","47",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1.03","124",NA,NA,NA,15,8,5,5,74,4,1,2.337,18,83.884,35.638,14.65,40.165,95.109,7,9,3,4,0.96,1.865,40.656,75,66.67,58.33,1.993,23.886,2.41,54.64262578,0.632,11.037,28.57142857,51.72,1,6.282,50,0,0,100,100,57.884,66.58,34.039,76.494,52.126,61,75.353,8.983,10.529,1.755,3.976,2.871,2.453,81.383,63.732,72.337,56.524,2.067,47.576,3.18,72.106,26.192,35.439,19.419,27.301,6.548,2.462,30.654,14.34,20.17,34.217,56.676,70.341,73.977,68.197,54.298,84.863,63.957,82.839
"62",380,1,1,NA,NA,NA,NA,NA,NA,NA,49,"50","51","53","54","54","60","61","65","66","67",0,NA,"0","66.66666667","50",NA,"0.01","0.39","0.21","63",15,11,9,7,92,30,7,9,21,88,35,12,14,84,10,13,5,3,1.97,2.3525,87.263,75,58.264,95.83,1.67,33.525,2.33,52.82876269,9,13,20.845,16.66666667,0,2,75,100,100,100,0,75,100,100,100,0,60.39,25,14,20,6,6,2.3525,2.3175,100,75,86.67,96.67,3.74,84.80725624,2.8,63.49206349,15,39,50,33.33333333,7,7,83.33333333,100,100,66.66666667,66.66666667,58.33333333,66.66666667,100,0,66.66666667,85.71428571,89.28571429
"63",381,1,1,NA,"3","3","3","3","0","0",45,"45","47","49","49","50","56","57","60","61","62",1,"50","100","100","100","0.34","0.5","0.03","0.19","63",21,12,7,13,104,61,15,24,97,129,54,30,79,112,15,20,6,6,2.6025,2.29,85.71428571,50,87.5,79.17,2.03,46.03174603,2.03,46.02677607,20,20,25,50,13,13,75,100,100,100,0,50,100,66.66666667,33.33333333,0,79.16666667,79.16666667,20,20,6,6,2.3525,3.2225,100,50,100,96.67,2.91,65.98639456,2.78,63.03854875,100,100,41.66666667,41.66666667,15,15,66.66666667,100,100,33.33333333,33.33333333,75,100,100,0,100,96.42857143,96.42857143
"64",383,1,1,"2","3","2","2","1","1","1",46,"47","49","50","51","52","57","59","61","62","63",1,NA,NA,NA,"50","14.77","14.77",NA,"0.61","64",43,8,7,9,85,16,1,8,21,88,37,10,9,80,10,13,3,2,2.865,2.58,62.5,92.232,54.17,54.17,2.83,64.1723356,0.75,17.00496653,13,9,8.333333333,6.654,0,1.443,66.66666667,66.66666667,100,100,0,58.443,50,75.123,62.169,45.435,54.16666667,90.689,10,14,5,6,3.285,2.95,75,75,50,80,1.5,34.01360544,3.24,73.46938776,14,19,41.66666667,8.333333333,1,6,75,100,100,100,0,58.33333333,66.66666667,66.66666667,66.66666667,33.33333333,57.14285714,60.71428571
"65",385,1,2,"3","2","4","5","2","1","0",49,"50","53","55","55","56","61","62","62","64","65",2,"100","100","100","100","0.98","0.04","0.2","0.35","67",28,7,16,8,100,50,22,26,93,122,56,30,73,109,14,20,6,6,3.535,2.8875,75,50,70,96.67,2.86,64.85260771,3.61,81.85941043,29,29,41.66666667,50,14,15,66.66666667,66.66666667,66.66666667,100,33.33333333,75,100,100,100,0,29.16666667,91.66666667,20,20,5,6,3.54,3.2,75,100,96.67,86.67,3.74,84.79809976,2.08,47.16044051,49,100,66.66666667,75,15,15,83.33333333,100,66.66666667,100,66.66666667,50,100,33.33333333,33.33333333,33.33333333,87.5,95.83333333
"66",386,0,2,"2","3","3.5","3",NA,NA,NA,44,"46","48","50","51","51","56","57","57","60","60",1,"16.66666667","50","83.33333333","66.66666667","2.17","0.27","1.67","0.7","62",24,10,5,9,85,16,2,8,21,88,44,12,23,89,3,14,2,3,2.165,2.865,87.5,100,53.33,93.37,2.36,53.51473923,3.55,80.49886621,14,9,25,16.66666667,2,2,75,100,66.66666667,100,33.33333333,75,100,100,100,0,58.33333333,62.5,15,18,5,6,1.46,1.955,50,50,63.33,73.33,2.05,46.48024185,2.08,47.16044051,5,13,25,66.66666667,6,6,41.66666667,66.66666667,33.33333333,66.66666667,0,25,33.33333333,0,33.33333333,33.33333333,75,79.16666667
"67",387,1,2,NA,NA,NA,NA,NA,NA,NA,40,"43","44","46","46","47","52","53","53","55","56",0,NA,NA,NA,NA,NA,"0.87","0.24","0.33","58",18,8,5,10,85,16,1,3,12,82,32,6,8,79,15,10,6,1,1.74,2.2675,50,50,46.67,73.33,0.67,15.19274376,2.03,46.03174603,6,3,8.333333333,50,0,1,50,66.66666667,33.33333333,66.66666667,33.33333333,83.33333333,100,100,66.66666667,66.66666667,75,41.66666667,10,10,3,4,2.97,1.79,62.5,62.5,93.33,90,3.66,82.98423667,3.08,69.83372922,5,12,16.66666667,0,1,0.877,33.33333333,0,33.33333333,66.66666667,33.33333333,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,50,75
"68",391,0,1,NA,"5","2","3","1","1","0",45,NA,"48","49","50","50","57","57","60","61","62",1,NA,NA,NA,"50","1.98","2.81","0","0.02","63",34,13,8,7,94,34,12.564,8,30,92,48,12,14,84,4,12,2,3,2.365,2.1025,50,75,58.33,58.332,2.72,61.67800454,2.38,53.96242712,9.263,12,24.514,41.66666667,0.596,1,65.35,55.584,93.639,79.728,32.155,75,100,100,100,0,71.924,45.83333333,12,12,6,6,2.33,2.6375,62.5,50,96.67,100,1.97,44.67120181,2,45.35147392,12,12,33.33333333,33.33333333,1,3,66.66666667,100,66.66666667,100,0,83.33333333,100,100,100,33.33333333,100,96.42857143
"69",397,1,3,NA,NA,NA,NA,NA,NA,NA,48,"48","51","52","52","54","59","59","61","63","64",0,NA,"83.33333333","100","83.33333333","0.49","0.04","0.33","0.28","66",44,11,10,8,97,42,4,11,32,93,48,25,55,102,10,12,6,6,2.33,2.0175,62.5,62.5,83.33,96.67,2.78,0.630317426,3.05,0.691535306,1,12,16.66666667,33.33333333,1,3,75,100,100,100,0,66.66666667,100,66.66666667,33.33333333,66.66666667,91.66666667,83.33333333,12,12,6,6,2.7225,3.2,50,12.5,90,93.33,2.11,47.84580499,4.41,100,13,27,33.33333333,75,10,8,91.66666667,66.66666667,100,100,100,100,100,100,100,100,95.83333333,95.83333333
"70",399,0,3,"3","5","2","5","2","0","0",50,NA,"53","54","55","56","62","62","63","65","66",2,NA,"66.66666667","100","100",NA,"0.2","0.19","0.03","68",15,4,11,4,75,5,26,26,93,122,47,39,93,122,10,20,2,6,1.955,2.58,87.5,62.5,43.33,96.67,2.99,0.677931332,3.66,0.829842367,13.704,39,41.478,41.66666667,10.243,14,51.132,81.158,83.102,38.973,0.009,75,100,66.66666667,100,33.33333333,63.32,83.33333333,20,20,6,6,3.2,2.2675,50,50,96.67,100,2.8,63.49206349,3.55,80.49886621,45,100,58.33333333,50,14,14,75,100,100,0,100,75,100,100,0,100,83.33333333,83.33333333
"71",400,0,2,NA,"3","4","4",NA,"0","0",44,"44","47","49","49","50","55","56","56","58","59",2,"66.66666667","100","100","100","0.45","0.35","0.04","0.21","62",21,9,8,13,100,50,23,19,91,120,54,29,87,117,14,20,6,6,2.665,2.865,62.5,75,83.33,90,3.55,80.49886621,2.75,62.35827664,39,49,0,50,10,14,75,100,100,100,0,50,100,100,0,0,58.33333333,91.66666667,20,20,6,6,2.6,2.915,87.5,87.5,96.67,96.67,2.03,46.02677607,2.75,62.35154394,49,39,50,75,15,14,41.66666667,0,66.66666667,0,100,83.33333333,66.66666667,100,66.66666667,100,87.5,87.5
"72",407,1,2,"2","6","3.5","3.5","3","0","0",46,"46","49","51","51","52","57","58","59","60","62",1,"33.33333333","50","50","83.33333333",NA,"1.69",NA,"0.85","64",15,14,5,8,92,30,14,2,3,72,26,15,25,90,13,11,2,3.539,1.3475,2.1025,100,75,51.75,60,2.22,50.34013605,2.86,64.85260771,2,1,0,0,9,9,58.33333333,100,33.33333333,100,0,75,100,100,100,0,29.16666667,62.5,13,13,3,5,1.96,1.9325,62.5,37.5,46.67,73.33,2.99,67.79313323,3.11,70.51392788,13,14,25,58.33333333,9,9,58.33333333,100,100,33.33333333,0,75,100,66.66666667,100,33.33333333,91.66666667,87.5
"73",409,0,2,"1","5","4","4","3","1","0",47,"49","52","52","53","53","59","60","61","62","63",2,"66.66666667",NA,"83.33333333","83.33333333",NA,NA,"1.46","1.24","65",46,10,11,8,97,42,6,11,42,97,43,23,61,104,12,12,2,6,2.865,1.7675,50,75,46.67,43.33,2.44,55.32879819,1.5,34.01360544,1,8,16.66666667,25,3,1,75,100,100,100,0,75,100,100,100,0,54.16666667,50,16,12,6,6,2.02,3.535,62.5,25,60.8,60,3.58,81.17037357,2.08,47.16044051,12,12,75,50,11,10,75,100,100,100,0,83.33333333,100,100,100,33.33333333,58.33333333,62.5
"74",412,0,2,"2","5","3.5","3","2","0","0",49,"50","51","54","55","55","61","61","62","64","65",1,"50","100","100","100",NA,"0.85","0.03","0.01","67",45,9,5,9,83,13,25,8,16,85,54,26,58,103,13,15,4,6,2.3875,2.95,75,75,50,70,2.8,63.49206349,2.8,63.49206349,4,13,0,28.57142857,10,11,83.33333333,100,100,66.66666667,66.66666667,58.33333333,100,33.33333333,66.66666667,33.33333333,50,50,15,20,6,6,1.73,3.535,50,50,93.33,100,3.74,84.79809976,2.36,53.50896135,0,33,8.333333333,25,15,15,75,100,100,100,0,83.33333333,66.66666667,100,100,66.66666667,87.5,91.66666667
"75",423,1,2,"2","5","3.5","3.5","2","0","0",44,"45","46","49","50","50","56","57","57","59","60",1,"33.33333333","16.66666667","33.33333333","66.66666667",NA,"5.48",NA,NA,"62",23,8,5,7,79,8,6,1,3,73,46,8,9,80,8,2,1,1,1.245,1.495,50,50,50,53.33,1.47,33.33333333,2.78,63.03854875,2,4,16.66666667,2.391,3,9,28.57142857,0,0,0,100,33.33333333,0,33.33333333,0,100,55.023,50,0,4,0,2,1.42,2.665,37.5,62.5,46.67,50,2.22,50.33470093,3.16,71.64759231,4,7,16.66666667,18.18181818,10,9,41.66666667,33.33333333,33.33333333,0,100,41.66666667,33.33333333,0,33.33333333,100,41.66666667,66.66666667
