ID,Sex,Cohort,Ethnicity,Race,MomEduc,DadEduc,ParentEduc,ParEdCon,AgeT1,AgeT2,Enum_T1,Enum_T2,GiveNum_T1,GiveNum_T2,GiveNumCatChange,CPknow_T1,CPknow_T2,PointX_T1,PointX_T2,MagBox_T1,MBCat_T1,NumCat_T1,AnsOtsCat_T1,MagBox_T2,Num_T1,MBCat_T2,NumCat_T2,AnsOtsCat_T2,Num_WF_T1,Num_T2,Num_WF_T2,OrdCh_T1,OrdCh_T2,VerbCount_T1,VerbCount_T2,NVBCalc_T1,NVBCalc_T2,NumRec_T1,NumRec_T2,NumComp_T1,NumComp_T2,CountKnow_T1,CountKnow_T2,Area_T1,Area_T2,EF,WPPSI,PALS,TEMA,TEMA_raw,ZParentEduc,ZAgeT1,ZEF,ZNum_T1,ZNum_T2,ZMagBox_T1,ZMagBox_T2,ZGiveNum_T1,ZGiveNum_T2,ZWPPSI,ZPALS,filter_$,RMagBox_,NMagBox_,RNum_T1,NNum_T1,ZSco01,ZSco02,ZSco03,ZSco04,ZSco05,StdZ01,StdZ02,StdZ03,StdZ04,StdZ05,ZAgeT2,ZzZz01,ZzZz02,ZNumCat_T2
714,0,A, ,5,5,5,5,2,41,45,10,10,2,3,0,0,0,2.553,2.09,75,1,0,3,100,58.33,1,1,4,17.46,95.83,.04,2.94,1.25,4,8,33.33,33.33,4,8,50,83.33,50,41.67,37.5,87.5,40,132,20,100,10,1.71274559073575,-1.59765513306615,.634884259445278,-.514684923807652,1.22906732493109,.430070573303456,1.52387640989284,-.617364335791787,-.507176034860411,2.27343076893945,.816046918123661,1,62.5,1,120,2,1.71274559073575,-1.59765513306615,.634884259445278,2.27343076893945,.816046918123661,1.71274559073575,-1.59765513306615,.634884259445278,2.27343076893945,.816046918123661,-1.60546817749311,1.52387640989284,1.22906732493109,1.03103191993428
715,0,A, , , , , ,0,46,49,5,15,2,6,1,0,1,2.415,2.638,62.5,1,1,4,100,95.83,1,0,3,.04,66.67,.91,2.75,2.75,3,10,41.67,58.33,2,11,100,83.33,66.67,25,29.17,79.17,25,105,24,103,13, ,.00648135956619147,-.470494585124626,1.67186463436711,-.222741847344496,-.265706076647501,1.52387640989284,-.617364335791787,1.04672500811617,.536865577361692,1.24513146419832,0,101.5,2,11.5,1, ,.00648135956619147,-.470494585124626,.536865577361692,1.24513146419832, ,.00648135956619147,-.470494585124626,.536865577361692,1.24513146419832,-.347040595942953,1.52387640989284,-.222741847344496,-.964513731551425
716,1,A,3,7,4,4,4,2,43,48,12,16,0,3,0, ,0,2.018,1.71,37.5,0,0,1,100,45.83,1, , , , , ,2.83,2.91,12, ,41.67,16.67,10,10,66.67,66.67,66.67,66.67,70.83,79.17,17,91,26,98,10,.557820811661642,-.956000536013215,-1.06002996889524,-1.24353477653257, ,-1.65725937654941,1.52387640989284,-1.6314180958583,-.507176034860411,-.363575633086035,1.45967373723565,1,177.5,2,170.5,2,.557820811661642,-.956000536013215,-1.06002996889524,-.363575633086035,1.45967373723565,.557820811661642,-.956000536013215,-1.06002996889524,-.363575633086035,1.45967373723565,-.661647491330492,1.52387640989284, , 
725,1,A,1,5,4,5,4.5,2,50,54,10,11,2,4,1,0,1,1.955,2.04,62.5,1,1,4,100,95.83,1, , ,.04, , , ,1.53,4,11,41.67,58.33,1,1, , ,66.67,36.36,25,91.67,28,99,2,75,4,1.13528320119869,1.28979055367207,-.249418816210645,1.67186463436711, ,-.265706076647501,1.52387640989284,-.617364335791787,.0107909794651147,.150962201455523,-1.1148335392123,0,101.5,2,11.5,1,1.13528320119869,1.28979055367207,-.249418816210645,.150962201455523,-1.1148335392123,1.13528320119869,1.28979055367207,-.249418816210645,.150962201455523,-1.1148335392123,1.22599388099474,1.52387640989284, , 
727,0,A,2,5,4,5,4.5,2,49,53,10,12,3,3,0,0,0,2.103, ,100,1,0,3,100,54.17,1,1,4,4.53,75,.6, , ,8,5,41.67,25,4,7,33.33,50,50,66.67,75,83.33,45,103,22,75,4,1.13528320119869,.968963255145598,1.00334387430191,-.757246154794505,.191989648027781,1.82162387320537,1.52387640989284,-.110337455758532,-.507176034860411,.408231118726303,1.03058919116099,1,9,1,134.5,2,1.13528320119869,.968963255145598,1.00334387430191,.408231118726303,1.03058919116099,1.13528320119869,.968963255145598,1.00334387430191,.408231118726303,1.03058919116099,.911386985607203,1.52387640989284,.191989648027781,1.03103191993428
738,1,A,2,5,3,3,3,1,47,51,14,14,6,6,2,1,1,2.865,3.2,100,1,1,4,100,83.33,1,1,4,.39,83.33,.4,1.53,1.17,14,10,66.67,50,13, ,83.33,83.33,75,54.55,62.5,45.83,55,114,26,105,14,-.597103967412463,.32730865809266,1.74026310401518,.943014781642187,.606721143400058,1.82162387320537,1.52387640989284,1.41074318434123,1.04672500811617,1.11572064122095,1.45967373723565,0,9,1,42,1,-.597103967412463,.32730865809266,1.74026310401518,1.11572064122095,1.45967373723565,-.597103967412463,.32730865809266,1.74026310401518,1.11572064122095,1.45967373723565,.282173194832125,1.52387640989284,.606721143400058,1.03103191993428
764,1,A,2,5,3,3,3,1,46,49,15,15,6,6,2,1,1, ,1.705,62.5,1,0,3,50,50,0,0,1, ,45.83, ,2.11, ,10,10,16.67,41.67,10,10,16.67,66.67,75,66.67, ,37.5,43,90,26,100,12,-.597103967412463,.00648135956619147,.855960028359258,-1.00039046566354,-1.26031740119303,-.265706076647501,-1.10627670753528,1.41074318434123,1.04672500811617,-.42789286240373,1.45967373723565,1,101.5,2,153.5,2,-.597103967412463,.00648135956619147,.855960028359258,-.42789286240373,1.45967373723565,-.597103967412463,.00648135956619147,.855960028359258,-.42789286240373,1.45967373723565,-.347040595942953,-1.10627670753528,-1.26031740119303,-.964513731551425
780,1,A,2,5,4,4,4,2,44,48,13,14,1,2,0,0,0,1.42,1.803, , ,1, ,87.5,79.17,1,0,3,.52,66.67,1.03,2.86,2.75,9,1, , ,2, ,0, ,75,62.5,45.83,58.33,25,100,3,83,5,.557820811661642,-.635173237486746,-.470494585124626,.700453550655334,-.222741847344496, ,.866338130535813,-1.12439121582504,-1.02514304918594,.215279430773218,-1.00756240269363, , , ,57,1,.557820811661642,-.635173237486746,-.470494585124626,.215279430773218,-1.00756240269363,.557820811661642,-.635173237486746,-.470494585124626,.215279430773218,-1.00756240269363,-.661647491330492,.866338130535813,-.222741847344496,-.964513731551425
793,0,A,2,5,3, , ,1,47,51,9,20,2,6,1,0,1,2.7,1.74,50,0,0,1,75,54.17,1,1,4,1.69,83.33,.03,2.03, ,9,20,33.33,0,7,11,66.67,50, ,58.33, ,75,25,87,23,92,9, ,.32730865809266,-.470494585124626,-.757246154794505,.606721143400058,-.961482726598457,.208799851178783,-.617364335791787,1.04672500811617,-.620844550356815,1.13786032767965,1,150,2,134.5,2, ,.32730865809266,-.470494585124626,-.620844550356815,1.13786032767965, ,.32730865809266,-.470494585124626,-.620844550356815,1.13786032767965,.282173194832125,.208799851178783,.606721143400058,1.03103191993428
794,0,A,2,5,4,5,4.5,2,45,48,6,10,3,3,0,0,0,2.353,2.653,62.5,1,1,4,75,66.67,1,1,4,.9,75,.59,1.66,2.08,4,8,25,45.45,5,7,16.67,66.67,75,66.67,70.83,87.5,48,132,22,88,8,1.13528320119869,-.314345938960277,1.22441964321589,-.0283963020695855,.191989648027781,-.265706076647501,.208799851178783,-.110337455758532,-.507176034860411,2.27343076893945,1.03058919116099,0,101.5,2,87,1,1.13528320119869,-.314345938960277,1.22441964321589,2.27343076893945,1.03058919116099,1.13528320119869,-.314345938960277,1.22441964321589,2.27343076893945,1.03058919116099,-.661647491330492,.208799851178783,.191989648027781,1.03103191993428
797,1,A, ,5,5,5,5,2,41,45,10,4,2,1,0,0,0,1.335,1.755,37.5,0,0,1,87.5,62.5,1, , ,2.13, , ,2.41, ,5,10, , ,1,5, ,25,75,66.67,41.67,45.83,19,107,11,88,5,1.71274559073575,-1.59765513306615,-.912646122952587,-.271540612938619, ,-1.65725937654941,.866338130535813,-.617364335791787,-1.54311006351146,.665500035997082,-.149393310544318,1,177.5,2,102.5,2,1.71274559073575,-1.59765513306615,-.912646122952587,.665500035997082,-.149393310544318,1.71274559073575,-1.59765513306615,-.912646122952587,.665500035997082,-.149393310544318,-1.60546817749311,.866338130535813, , 
800,1,A,2,5,3,3,3,1,49,53,1,2,3,4,1,0,1,1.803,1.768,87.5,1,0,3, ,55, , , ,2.01, , ,3.24, ,1, ,8.33,16.67,0,0, , ,72.73,75,29.17,54.17,38,85,3,77,5,-.597103967412463,.968963255145598,.487500413502624,-.708850524573571, ,1.12584722325441, ,-.110337455758532,.0107909794651147,-.749479008992204,-1.00756240269363,1,31,1,131,2,-.597103967412463,.968963255145598,.487500413502624,-.749479008992204,-1.00756240269363,-.597103967412463,.968963255145598,.487500413502624,-.749479008992204,-1.00756240269363,.911386985607203, , , 
809,1,A,2,5,3,3,3,1,50,53,2,3,4,6,2,1,1, ,2.553,87.5,1,0,3,100,45.83,1,0,3, ,70.83,.64,3.66,1.92,2,2,16.67,50,0,0, , ,58.33,66.67,83.33,75,44,92,3,82,6,-.597103967412463,1.28979055367207,.929651951330585,-1.24353477653257,-.0156250381309703,1.12584722325441,1.52387640989284,.396689424274724,1.04672500811617,-.299258403768341,-1.00756240269363,1,31,1,170.5,2,-.597103967412463,1.28979055367207,.929651951330585,-.299258403768341,-1.00756240269363,-.597103967412463,1.28979055367207,.929651951330585,-.299258403768341,-1.00756240269363,.911386985607203,1.52387640989284,-.0156250381309703,-.964513731551425
815,1,A, , , , , ,0,45,50,15,7,4,5,2,1,1, ,2.403,62.5,1,1,4,87.5,91.67,1, , ,.04, , ,3.16, ,8,15,25,25,2,2,100,66.67,75,66.67,87.5,87.5,44,100,6,108,15, ,-.314345938960277,.929651951330585,1.42930340338025, ,-.265706076647501,.866338130535813,.396689424274724,.52875799379064,.215279430773218,-.685748993137639,0,101.5,2,21,1, ,-.314345938960277,.929651951330585,.215279430773218,-.685748993137639, ,-.314345938960277,.929651951330585,.215279430773218,-.685748993137639,-.032433700555414,.866338130535813, , 
840,0,A,1,6,4,5,4.5,2,42,46,4,4,4,5,2,1,1,2.915,2.08,62.5,1,1,4,87.5,91.67,1,1,4,.27,79.17,.53,3.55,3.61,8,13,33.33,41.67,2,5,50,66.67,66.67,75,29.17,25,36,114,2,96,9,1.13528320119869,-1.27682783453968,.34011656755997,1.42930340338025,.399604334186532,-.265706076647501,.866338130535813,.396689424274724,.52875799379064,1.11572064122095,-1.1148335392123,0,101.5,2,21,1,1.13528320119869,-1.27682783453968,.34011656755997,1.11572064122095,-1.1148335392123,1.13528320119869,-1.27682783453968,.34011656755997,1.11572064122095,-1.1148335392123,-1.29086128210557,.866338130535813,.399604334186532,1.03103191993428
864,1,A, ,3,3.5, , ,1,42,46,11,3,3,2,0,0,0,2.403,2.45,50,0,1,2,75,70.83,1,0,3,.69,45.83, ,.75,2.83,5, ,0, , , ,50, ,75, ,58.33, ,36,76,8,78,3, ,-1.27682783453968,.34011656755997,.214164928917268,-1.26031740119303,-.961482726598457,.208799851178783,-.110337455758532,-1.02514304918594,-1.32833407285146,-.47120672010031,0,150,2,74.5,1, ,-1.27682783453968,.34011656755997,-1.32833407285146,-.47120672010031, ,-1.27682783453968,.34011656755997,-1.32833407285146,-.47120672010031,-1.29086128210557,.208799851178783,-1.26031740119303,-.964513731551425
873,1,A,2,5,3,3,3,1,49,53,12,12,4,6,2,1,1, ,2.888,62.5,1,0,3,37.5,62.5,0,1,2,1.13,95.83,.18,3.61,2.8,12,12,0,8.33,8,13,66.67,100,75,58.33,66.67,79.17,35,99,21,107,17,-.597103967412463,.968963255145598,.266424644588643,-.271540612938619,1.22906732493109,-.265706076647501,-1.76381498689231,.396689424274724,1.04672500811617,.150962201455523,.923318054642325,1,101.5,2,102.5,2,-.597103967412463,.968963255145598,.266424644588643,.150962201455523,.923318054642325,-.597103967412463,.968963255145598,.266424644588643,.150962201455523,.923318054642325,.911386985607203,-1.76381498689231,1.22906732493109,1.03103191993428
875,0,A,2,3,2,3,2.5,1,46,49,1,2,2,2,0,0,0, ,2.218,50,0,1,2,62.5,87.5,0,1,2,.34,75,.57,3.91,2.13,1,2,33.33,8.33,0,0, , ,75,75,45.83,66.67,28,75,0,75,3,-1.17456635694952,.00648135956619147,-.249418816210645,1.18615909251122,.191989648027781,-.961482726598457,-.448738428178247,-.617364335791787,-1.02514304918594,-1.39265130216915,-1.32937581224962,0,150,2,27,1,-1.17456635694952,.00648135956619147,-.249418816210645,-1.39265130216915,-1.32937581224962,-1.17456635694952,.00648135956619147,-.249418816210645,-1.39265130216915,-1.32937581224962,-.347040595942953,-.448738428178247,.191989648027781,1.03103191993428
882,1,A, , , , , ,0,43,47,1,2,1,1,0,0,0, ,1.718,50,0,0,1, ,58.33, , , ,6.84, , ,1.58, ,2,2,16.67, ,2,0,33.33, ,88.89,75,54.17,58.33,16,82,1,70,0, ,-.956000536013215,-1.13372189186657,-.514684923807652, ,-.961482726598457, ,-1.12439121582504,-1.54311006351146,-.942430696945289,-1.22210467573096,1,150,2,120,2, ,-.956000536013215,-1.13372189186657,-.942430696945289,-1.22210467573096, ,-.956000536013215,-1.13372189186657,-.942430696945289,-1.22210467573096,-.976254386718031, , , 
896,1,A,2,6,3,2,2.5,1,50,55,3,14,2,6,1,0,1, ,3.223,62.5,0,0,1,75,58.33,1,1,4,1.34,75,.6,2.36,.75,2,15,16.67,16.67,2,10,50,66.67,75, ,70.83,70.83,37,126,11,82,7,-1.17456635694952,1.28979055367207,.413808490531297,-.514684923807652,.191989648027781,-.265706076647501,.208799851178783,-.617364335791787,1.04672500811617,1.88752739303328,-.149393310544318,1,101.5,2,120,2,-1.17456635694952,1.28979055367207,.413808490531297,1.88752739303328,-.149393310544318,-1.17456635694952,1.28979055367207,.413808490531297,1.88752739303328,-.149393310544318,1.54060077638228,.208799851178783,.191989648027781,1.03103191993428
938,1,A,2,5,3,3,3,1,42,46,13,9,4,3,3,1,0,1.768,2.04,87.5,1,1,4,62.5,95.83,0,1,2,.21,91.67,.27,3.55,2.75,4,2,33.33,25,2,8,33.33,50,75,75,41.67,54.17,45,130,11,110,14,-.597103967412463,-1.27682783453968,1.00334387430191,1.67186463436711,1.02195051571756,1.12584722325441,-.448738428178247,.396689424274724,-.507176034860411,2.14479631030406,-.149393310544318,0,31,1,11.5,1,-.597103967412463,-1.27682783453968,1.00334387430191,2.14479631030406,-.149393310544318,-.597103967412463,-1.27682783453968,1.00334387430191,2.14479631030406,-.149393310544318,-1.29086128210557,-.448738428178247,1.02195051571756,1.03103191993428
960,0,A,2,2,3,3.5,3.25,1,44,48,10,14,1,2,0,0,0,1.553,1.78,50,0,0,1, ,50, ,0, , ,54.17,2.48,1.66,.86,1,2,50,25,4,2,50,50,75,75,50,29.17,17,82,7,76,2,-.308372772643936,-.635173237486746,-1.06002996889524,-1.00039046566354,-.845088028875524,-.961482726598457, ,-1.12439121582504,-1.02514304918594,-.942430696945289,-.578477856618975,1,150,2,153.5,2,-.308372772643936,-.635173237486746,-1.06002996889524,-.942430696945289,-.578477856618975,-.308372772643936,-.635173237486746,-1.06002996889524,-.942430696945289,-.578477856618975,-.661647491330492, ,-.845088028875524,-.964513731551425
978,1,A, ,5,4,4,4,2,47,51,13,12,3,6,1,0,1,2.625,2.553,50,0,1,2,75,70.83,1,1,4,.73,95.83,.21, ,3.74,13,13,16.67,33.33,10,11,33.33,66.67,50,75,79.17,83.33,38,105,17,112,17,.557820811661642,.32730865809266,.487500413502624,.214164928917268,1.22906732493109,-.961482726598457,.208799851178783,-.110337455758532,1.04672500811617,.536865577361692,.494233508567668,0,150,2,74.5,1,.557820811661642,.32730865809266,.487500413502624,.536865577361692,.494233508567668,.557820811661642,.32730865809266,.487500413502624,.536865577361692,.494233508567668,.282173194832125,.208799851178783,1.22906732493109,1.03103191993428
1022,0,A,2,5,3.5,4,3.75,2,48,52,10,13,4,6,2,1,1,2.018,1.483,75,1,0,3,37.5,50,0,1,2, ,95.83,.04,4.41,3.61, ,10,58.33,41.67,2,6,66.67,83.33,50,41.67,79.17,79.17,45,109,4,97,13,.269089616893116,.648135956619129,1.00334387430191,-1.00039046566354,1.22906732493109,.430070573303456,-1.76381498689231,.396689424274724,1.04672500811617,.794134494632472,-.900291266174967,1,62.5,1,153.5,2,.269089616893116,.648135956619129,1.00334387430191,.794134494632472,-.900291266174967,.269089616893116,.648135956619129,1.00334387430191,.794134494632472,-.900291266174967,.596780090219664,-1.76381498689231,1.22906732493109,1.03103191993428
1113,1,A, ,3,2,2,2,1,47,50,10,8,0,1,0, ,0,2.415,2.318, , ,0, ,75,62.5,1,0,3,1.29,54.17,1.95,3.05,1.69,5,5,8.33,9.09,4,8,83.33,33.33,75,58.33,45.83,70.83,15,90,3,80,5,-1.75202874648657,.32730865809266,-1.20741381483789,-.271540612938619,-.845088028875524, ,.208799851178783,-1.6314180958583,-1.54311006351146,-.42789286240373,-1.00756240269363, , , ,102.5,2,-1.75202874648657,.32730865809266,-1.20741381483789,-.42789286240373,-1.00756240269363,-1.75202874648657,.32730865809266,-1.20741381483789,-.42789286240373,-1.00756240269363,-.032433700555414,.208799851178783,-.845088028875524,-.964513731551425
1177,1,A,2,3,3,3,3,1,42,46,15,17,4,3,3,1,0, ,2.915,75,1,0,3,87.5,62.5,1,0,3,1.07,58.33,2.37, , ,14,14, ,16.67,0,2, ,83.33,75,50,62.5,70.83,25,112,2,93,7,-.597103967412463,-1.27682783453968,-.470494585124626,-.271540612938619,-.637971219661998,.430070573303456,.866338130535813,.396689424274724,-.507176034860411,.987086182585556,-1.1148335392123,1,62.5,1,102.5,2,-.597103967412463,-1.27682783453968,-.470494585124626,.987086182585556,-1.1148335392123,-.597103967412463,-1.27682783453968,-.470494585124626,.987086182585556,-1.1148335392123,-1.29086128210557,.866338130535813,-.637971219661998,-.964513731551425
1199,1,A, ,3,3,3,3,1,45,49,1,10,1,2,0,0,0,1.518,1.733,75,1,0,3,50,50,0,0,1, ,50, ,1.97,3.55,11,7,0,8.33,0,0, , ,75,75,54.17,50,15,81,1,77,4,-.597103967412463,-.314345938960277,-1.20741381483789,-1.00039046566354,-1.05270271503428,.430070573303456,-1.10627670753528,-1.12439121582504,-1.02514304918594,-1.00674792626298,-1.22210467573096,1,62.5,1,153.5,2,-.597103967412463,-.314345938960277,-1.20741381483789,-1.00674792626298,-1.22210467573096,-.597103967412463,-.314345938960277,-1.20741381483789,-1.00674792626298,-1.22210467573096,-.347040595942953,-1.10627670753528,-1.05270271503428,-.964513731551425
137,1,B,2,5,3.5, , ,1,44,50,3,10, ,2, , ,0,.835,2.115,50,0,0,1,50,53.33,0,0,1,2.3,56.67,1.94,3.66,1.36,4,12,0,25,0,2, ,50,75,58.33,45.83,58.33,15,94,18,85,7, ,-.635173237486746,-1.20741381483789,-.80622486489762,-.720618792569318,-.961482726598457,-1.10627670753528, ,-1.02514304918594,-.170623945132951,.601504645086332,1,150,2,141.5,2, ,-.635173237486746,-1.20741381483789,-.170623945132951,.601504645086332, ,-.635173237486746,-1.20741381483789,-.170623945132951,.601504645086332,-.032433700555414,-1.10627670753528,-.720618792569318,-.964513731551425
145,1,B,2,5,5,5,5,2,42,47,12,12,2,3,0,0,0,2.365,1.755,75,1,1,4,100,80,1,0,3,.55,73.33,.61,3.61,1.17,3,8,25,16.67,0,1, , ,75,75,70.83,62.5,43,117,0,89,7,1.71274559073575,-1.27682783453968,.855960028359258,.748849180876269,.108844198175235,.430070573303456,1.52387640989284,-.617364335791787,-.507176034860411,1.30867232917403,-1.32937581224962,0,62.5,1,52,1,1.71274559073575,-1.27682783453968,.855960028359258,1.30867232917403,-1.32937581224962,1.71274559073575,-1.27682783453968,.855960028359258,1.30867232917403,-1.32937581224962,-.976254386718031,1.52387640989284,.108844198175235,-.964513731551425
147,0,B, , , , , ,0,46,51,10,14,4,6,2,1,1,1.79,2.888,100,1,1,4,37.5,80,0,0,1,.58,46.67, ,2.13,2.41,2,15,8.33,25,4,9,66.67,50,58.33,50,91.67,37.5,46,74,14,88,8, ,.00648135956619147,1.07703579727324,.748849180876269,-1.21849573779414,1.82162387320537,-1.76381498689231,.396689424274724,1.04672500811617,-1.45696853148685,.172420099011675,0,9,1,52,1, ,.00648135956619147,1.07703579727324,-1.45696853148685,.172420099011675, ,.00648135956619147,1.07703579727324,-1.45696853148685,.172420099011675,.282173194832125,-1.76381498689231,-1.21849573779414,-.964513731551425
158,0,B,2,3,3.5,3.5,3.5,1,52,58,10,16,6,6,2,1,1,3.2,2.95,50,0,1,2,87.5,83.33,1,1,4,.44,93.33,.03,2.72,3.05,10,16,33.33,58.33,12,12,100,100,58.33,40,83.33,87.5,15,112,22,112,23,-.0196415778754101,1.931445150725,-1.20741381483789,.943014781642187,1.10459808862488,-.961482726598457,.866338130535813,1.41074318434123,1.04672500811617,.987086182585556,1.03058919116099,0,150,2,42,1,-.0196415778754101,1.931445150725,-1.20741381483789,.987086182585556,1.03058919116099,-.0196415778754101,1.931445150725,-1.20741381483789,.987086182585556,1.03058919116099,2.4844214625449,.866338130535813,1.10459808862488,1.03103191993428
187,1,B,2,5,4,3.5,3.75,2,50,55,1,10, ,4, , ,1,2.103,2.08,75,1,0,3,87.5,63.33,1,0,3,2.21,66.67,1.09,.86,1.92, ,6,0, ,2, ,50, ,50, ,58.33,70.83,31,103,7,72,4,.269089616893116,1.28979055367207,-.0283430472966643,-.223144982717684,-.222741847344496,.430070573303456,.866338130535813, ,.0107909794651147,.408231118726303,-.578477856618975,1,62.5,1,96,2,.269089616893116,1.28979055367207,-.0283430472966643,.408231118726303,-.578477856618975,.269089616893116,1.28979055367207,-.0283430472966643,.408231118726303,-.578477856618975,1.54060077638228,.866338130535813,-.222741847344496,-.964513731551425
190,1,B,2,5,3.5, ,1.75,1,45,49,2,12,3,1,0,0,0,1.755,2.115,62.5,0,0,1,71.43,40,0,0,1, ,66.67,1.24,2.28,1.97,3,3,0,8.33,0,0, , ,33.33,75,20.83,50,15,85,6,68,0,-2.04075994125509,-.314345938960277,-1.20741381483789,-1.58347034784347,-.222741847344496,-.265706076647501,.0210069185944156,-.110337455758532,-1.54311006351146,-.749479008992204,-.685748993137639,1,101.5,2,182,2,-2.04075994125509,-.314345938960277,-1.20741381483789,-.749479008992204,-.685748993137639,-2.04075994125509,-.314345938960277,-1.20741381483789,-.749479008992204,-.685748993137639,-.347040595942953,.0210069185944156,-.222741847344496,-.964513731551425
191,1,B,2,3,3.5,3,3.25,1,49,54,10,10,3,3,0,0,0,1.84,2.438,62.5,0,0,1,100,50,1,0,3, ,63.33,1.94,2.83,2.78,13,9,16.67,0,2,5,50,50,66.67,33.33,70.83,70.83,35,94,4,103,15,-.308372772643936,.968963255145598,.266424644588643,-1.00039046566354,-.389032747049587,-.265706076647501,1.52387640989284,-.110337455758532,-.507176034860411,-.170623945132951,-.900291266174967,1,101.5,2,153.5,2,-.308372772643936,.968963255145598,.266424644588643,-.170623945132951,-.900291266174967,-.308372772643936,.968963255145598,.266424644588643,-.170623945132951,-.900291266174967,1.22599388099474,1.52387640989284,-.389032747049587,-.964513731551425
198,0,B,2,5,3.5,3.5,3.5,1,47,53,10,10,3,3,0,0,0,1.983,1.733,37.5,0,1,2,62.5,90,0,0,1,.04,60,1.63,3.74,3.24,13,13,33.33,25,7,6,33.33,16.67,72.73,75,83.33,87.5,35,105,25, , ,-.0196415778754101,.32730865809266,.266424644588643,1.3319290630562,-.554825769809453,-1.65725937654941,-.448738428178247,-.110337455758532,-.507176034860411,.536865577361692,1.35240260071698,0,177.5,2,24,1,-.0196415778754101,.32730865809266,.266424644588643,.536865577361692,1.35240260071698,-.0196415778754101,.32730865809266,.266424644588643,.536865577361692,1.35240260071698,.911386985607203,-.448738428178247,-.554825769809453,-.964513731551425
211,1,B, , , , , ,0,47,53,0,15,1,5,1,0,1,1.983,2.603,62.5,0,0,1,50,46.67,0,1,2, ,100,.03,1.33,2.8,2,15,25,16.67,0,3, ,16.67,58.33,75,62.5,83.33,25,109,5,88,9, ,.32730865809266,-.470494585124626,-1.19455606642946,1.43668201108984,-.265706076647501,-1.10627670753528,-1.12439121582504,.52875799379064,.794134494632472,-.793020129656303,1,101.5,2,165,2, ,.32730865809266,-.470494585124626,.794134494632472,-.793020129656303, ,.32730865809266,-.470494585124626,.794134494632472,-.793020129656303,.911386985607203,-1.10627670753528,1.43668201108984,1.03103191993428
259,0,B,2,5,4,5,4.5,2,47,52,14,6,6,6,2,1,1,2.665,3.2,87.5,1,1,4,87.5,100,1,1,4,.03,100,.02,3.55,3.91,28, ,41.67,50,13,15,100,100,33.33,58.33,100,95.83,47,109,25,114,20,1.13528320119869,.32730865809266,1.15072772024457,1.91500894523614,1.43668201108984,1.12584722325441,.866338130535813,1.41074318434123,1.04672500811617,.794134494632472,1.35240260071698,0,31,1,3.5,1,1.13528320119869,.32730865809266,1.15072772024457,.794134494632472,1.35240260071698,1.13528320119869,.32730865809266,1.15072772024457,.794134494632472,1.35240260071698,.596780090219664,.866338130535813,1.43668201108984,1.03103191993428
283,1,B, ,5, , , ,0,47,53,13,14,6,6,2,1,1,1.768,2.865,25,0,1,2,75,70,1,1,4,1.05,100,.03,3.58,2.08,10,14,25,50,12,12,50,66.67,75,66.67,41.67,66.67,18,99,24,107,17, ,.32730865809266,-.986338045923914,.165769298696333,1.43668201108984,-2.35303602650037,.208799851178783,1.41074318434123,1.04672500811617,.150962201455523,1.24513146419832,0,181.5,2,78.5,1, ,.32730865809266,-.986338045923914,.150962201455523,1.24513146419832, ,.32730865809266,-.986338045923914,.150962201455523,1.24513146419832,.911386985607203,.208799851178783,1.43668201108984,1.03103191993428
303,0,B, , , , , ,0,51,55,12,20,4,6,2,1,1,2.103,2.04,75,1,0,3,50,40,0,1,2, ,93.33,.01,3.05,2.91,12,21,41.67,16.67,6,7,83.33,66.67,83.33,50,83.33,75,43,100,18,88,9, ,1.61061785219854,.855960028359258,-1.58347034784347,1.10459808862488,.430070573303456,-1.10627670753528,.396689424274724,1.04672500811617,.215279430773218,.601504645086332,1,62.5,1,182,2, ,1.61061785219854,.855960028359258,.215279430773218,.601504645086332, ,1.61061785219854,.855960028359258,.215279430773218,.601504645086332,1.54060077638228,-1.10627670753528,1.10459808862488,1.03103191993428
305,1,B, , , , , ,0,46,50,1,10,3,3,0,0,0,1.79,2.04,62.5,0,1,2,87.5,86.67,1,1,4,.41,100,.03,3.55,3.11,11, ,25, ,3, ,66.67, ,33.33, ,83.33, ,44,92,6, , , ,.00648135956619147,.929651951330585,1.13776346229029,1.43668201108984,-.265706076647501,.866338130535813,-.110337455758532,-.507176034860411,-.299258403768341,-.685748993137639,0,101.5,2,32.5,1, ,.00648135956619147,.929651951330585,-.299258403768341,-.685748993137639, ,.00648135956619147,.929651951330585,-.299258403768341,-.685748993137639,-.032433700555414,.866338130535813,1.43668201108984,1.03103191993428
346,1,B, , , , , ,0,49,54,10,11,2,3,0,0,0,1.733,3.2,62.5,0,1,2,50,83.3,0,0,1,.51,63.33,1.23,2.44,2.78,11,11,8.33,16.67,1,1, , ,58.33,54.55,70.83,83.33,32,92,2,75,4, ,.968963255145598,.0453488756746625,.941265541995648,-.389032747049587,-.265706076647501,-1.10627670753528,-.617364335791787,-.507176034860411,-.299258403768341,-1.1148335392123,0,101.5,2,48,1, ,.968963255145598,.0453488756746625,-.299258403768341,-1.1148335392123, ,.968963255145598,.0453488756746625,-.299258403768341,-1.1148335392123,1.22599388099474,-1.10627670753528,-.389032747049587,-.964513731551425
