ID,Sex,Cohort,Ethnicity,Race,MomEduc,DadEduc,ParentEduc,ParEdCon,AgeT1,AgeT2,Enum_T1,Enum_T2,GiveNum_T1,GiveNum_T2,GiveNumCatChange,CPknow_T1,CPknow_T2,PointX_T1,PointX_T2,MagBox_T1,MBCat_T1,NumCat_T1,AnsOtsCat_T1,MagBox_T2,Num_T1,MBCat_T2,NumCat_T2,AnsOtsCat_T2,Num_WF_T1,Num_T2,Num_WF_T2,OrdCh_T1,OrdCh_T2,VerbCount_T1,VerbCount_T2,NVBCalc_T1,NVBCalc_T2,NumRec_T1,NumRec_T2,NumComp_T1,NumComp_T2,CountKnow_T1,CountKnow_T2,Area_T1,Area_T2,EF,WPPSI,PALS,TEMA,TEMA_raw,ZParentEduc,ZAgeT1,ZEF,ZNum_T1,ZNum_T2,ZMagBox_T1,ZMagBox_T2,ZGiveNum_T1,ZGiveNum_T2,ZWPPSI,ZPALS,filter_$,RMagBox_,NMagBox_,RNum_T1,NNum_T1,ZSco01,ZSco02,ZSco03,ZSco04,ZSco05,StdZ01,StdZ02,StdZ03,StdZ04,StdZ05,ZAgeT2,ZzZz01,ZzZz02,ZNumCat_T2
381,1,A, ,3,3,3,3,1,45,49,15,20,6,6,2,1,1,2.603,2.29,85.71,1,1,4,50,87.5,0,1,2,.34,79.17,.5,2.03,2.03,20,20,25,50,13,13,50,100,75,50,79.17,79.17,21,104,15,129,24,-.597103967412463,-.314345938960277,-.765262277009933,1.18615909251122,.399604334186532,1.02621200698143,-1.10627670753528,1.41074318434123,1.04672500811617,.472548348043997,.27969123553034,0,45.5,1,27,1,-.597103967412463,-.314345938960277,-.765262277009933,.472548348043997,.27969123553034,-.597103967412463,-.314345938960277,-.765262277009933,.472548348043997,.27969123553034,-.347040595942953,-1.10627670753528,.399604334186532,1.03103191993428
383,1,A,2,3,2,2,2,1,46,50,10,13,3,2,0,0,0,2.865,2.58,62.5,1,0,3, ,54.17, , , ,14.77, ,12.57,2.83,.75,13,9,8.33, ,0, , , ,66.67, ,54.17, ,43,85,1,88,8,-1.75202874648657,.00648135956619147,.855960028359258,-.757246154794505, ,-.265706076647501, ,-.110337455758532,-1.02514304918594,-.749479008992204,-1.22210467573096,1,101.5,2,134.5,2,-1.75202874648657,.00648135956619147,.855960028359258,-.749479008992204,-1.22210467573096,-1.75202874648657,.00648135956619147,.855960028359258,-.749479008992204,-1.22210467573096,-.032433700555414, , , 
391,0,A, ,5,2,3,2.5,1,45,49,4,12,2,3,0,0,0,2.365,2.103,50,0,0,1,75,58.33,1,0,3,1.98,58.33,2.81,2.72,2.38, ,12, ,41.67, ,1, , , ,75, ,45.83,34,94, ,92,8,-1.17456635694952,-.314345938960277,.192732721617316,-.514684923807652,-.637971219661998,-.961482726598457,.208799851178783,-.617364335791787,-.507176034860411,-.170623945132951, ,1,150,2,120,2,-1.17456635694952,-.314345938960277,.192732721617316,-.170623945132951, ,-1.17456635694952,-.314345938960277,.192732721617316,-.170623945132951, ,-.347040595942953,.208799851178783,-.637971219661998,-.964513731551425
438,0,A,2,5,4,4,4,2,42,46,11,10,4,4,2,1,1,1.968,2.303,100,1,1,4,100,75,1,1,4,.58,91.67,.23,1.47,2.08,9,10,50,16.67,5,7,66.67,50,83.33,58.33,75,83.33,15,107,5,85,4,.557820811661642,-1.27682783453968,-1.20741381483789,.457309239786301,1.02195051571756,1.82162387320537,1.52387640989284,.396689424274724,.0107909794651147,.665500035997082,-.793020129656303,0,9,1,65,1,.557820811661642,-1.27682783453968,-1.20741381483789,.665500035997082,-.793020129656303,.557820811661642,-1.27682783453968,-1.20741381483789,.665500035997082,-.793020129656303,-1.29086128210557,1.52387640989284,1.02195051571756,1.03103191993428
464,0,A, ,5,3,3,3,1,48,51,3,12,2,2,0,0,0,2.665,2.195,87.5,1,0,3,62.5,54.17,0,0,1,3.38,62.5,1.17,2.05,2.19,4,9,33.33,8.33,1,1, , ,75,58.33,29.17,70.83,15,92,11,75,3,-.597103967412463,.648135956619129,-1.20741381483789,-.757246154794505,-.430356533503247,1.12584722325441,-.448738428178247,-.617364335791787,-1.02514304918594,-.299258403768341,-.149393310544318,1,31,1,134.5,2,-.597103967412463,.648135956619129,-1.20741381483789,-.299258403768341,-.149393310544318,-.597103967412463,.648135956619129,-1.20741381483789,-.299258403768341,-.149393310544318,.282173194832125,-.448738428178247,-.430356533503247,-.964513731551425
476,1,A, , , , , ,0,47,51,7,10,1,1,0,0,0, ,2.353,50,0,0,1,62.5,54.17,0,0,1, ,58.33,2.35,3.05,1.58,3, , , ,2,2,100,66.67,72.73,83.33,45.83,41.67,25,80,0,68,0, ,.32730865809266,-.470494585124626,-.757246154794505,-.637971219661998,-.961482726598457,-.448738428178247,-1.12439121582504,-1.54311006351146,-1.07106515558068,-1.32937581224962,1,150,2,134.5,2, ,.32730865809266,-.470494585124626,-1.07106515558068,-1.32937581224962, ,.32730865809266,-.470494585124626,-1.07106515558068,-1.32937581224962,.282173194832125,-.448738428178247,-.637971219661998,-.964513731551425
499,1,A,2,5,3,2,2.5,1,42,46,2,11,2,2,0,0,0, ,2.938, , ,0, ,50,50,0,1,2, ,83.33,.39,2,2.28,6,1, ,8.33,2,5,100,50,75,75,50,70.83,15,79,4,78,3,-1.17456635694952,-1.27682783453968,-1.20741381483789,-1.00039046566354,.606721143400058, ,-1.10627670753528,-.617364335791787,-1.02514304918594,-1.13538238489837,-.900291266174967, , , ,153.5,2,-1.17456635694952,-1.27682783453968,-1.20741381483789,-1.13538238489837,-.900291266174967,-1.17456635694952,-1.27682783453968,-1.20741381483789,-1.13538238489837,-.900291266174967,-1.29086128210557,-1.10627670753528,.606721143400058,1.03103191993428
521,1,A,2,5,4,4,4,2,43,47,3,14,3,6,1,0,1,2.33,2.723,50,0,0,1,50,58.33,0, , ,2.05, , ,3.66,2.19,1,12,16.67,25,7,9,16.67,83.33,66.67,66.67,29.17,45.83,22,100,18,92,8,.557820811661642,-.956000536013215,-.691570354038606,-.514684923807652, ,-.961482726598457,-1.10627670753528,-.110337455758532,1.04672500811617,.215279430773218,.601504645086332,1,150,2,120,2,.557820811661642,-.956000536013215,-.691570354038606,.215279430773218,.601504645086332,.557820811661642,-.956000536013215,-.691570354038606,.215279430773218,.601504645086332,-.976254386718031,-1.10627670753528, , 
544,0,A,2,5,5,4,4.5,2,47,51,12,7,1,4,1,0,1,2.865,2.965,75,1,1,4,100,83.33,1,0,3,.41,50, ,2.78,3.58,8,10,25,8.33,2,2,100,83.33,75,50,37.5,62.5,35,99,9,85,7,1.13528320119869,.32730865809266,.266424644588643,.943014781642187,-1.05270271503428,.430070573303456,1.52387640989284,-1.12439121582504,.0107909794651147,.150962201455523,-.363935583581646,0,62.5,1,42,1,1.13528320119869,.32730865809266,.266424644588643,.150962201455523,-.363935583581646,1.13528320119869,.32730865809266,.266424644588643,.150962201455523,-.363935583581646,.282173194832125,1.52387640989284,-1.05270271503428,-.964513731551425
573,0,A, , ,3,5,4,2,50,54,13,20,4,6,2,1,1,1.67,2.04, , ,1, ,62.5,100,0,1,2,.03,91.67,.2,3.58,2.05,10,24,16.67,41.67,4,5,50,83.33,41.67,75,95.83,91.67,52,94,25,95,12,.557820811661642,1.28979055367207,1.5191873351012,1.91500894523614,1.02195051571756, ,-.448738428178247,.396689424274724,1.04672500811617,-.170623945132951,1.35240260071698, , , ,3.5,1,.557820811661642,1.28979055367207,1.5191873351012,-.170623945132951,1.35240260071698,.557820811661642,1.28979055367207,1.5191873351012,-.170623945132951,1.35240260071698,1.22599388099474,-.448738428178247,1.02195051571756,1.03103191993428
585,0,A, ,3,3,3,3,1,43,47,3,1,1,1,0,0,0,1.67,1.455, , ,0, ,87.5,45.83,1, , , , , ,1.5,1.42,4,3,16.67, , ,1, , ,75,75,50,58.33,15,74,1,70,0,-.597103967412463,-.956000536013215,-1.20741381483789,-1.24353477653257, , ,.866338130535813,-1.12439121582504,-1.54311006351146,-1.45696853148685,-1.22210467573096, , , ,170.5,2,-.597103967412463,-.956000536013215,-1.20741381483789,-1.45696853148685,-1.22210467573096,-.597103967412463,-.956000536013215,-1.20741381483789,-1.45696853148685,-1.22210467573096,-.976254386718031,.866338130535813, , 
597,1,A, ,5,3,3,3,1,41,44,1,2,2,2,0,0,0, ,2.615,85.71,1,0,3, ,58.33, , , ,2.35, , ,2.8,4.41,2,3,18.18,33.33,2,2,100,16.67,66.67,75,41.67,50,24,88,0,82,3,-.597103967412463,-1.59765513306615,-.544186508095953,-.514684923807652, ,1.02621200698143, ,-.617364335791787,-1.02514304918594,-.55652732103912,-1.32937581224962,1,45.5,1,120,2,-.597103967412463,-1.59765513306615,-.544186508095953,-.55652732103912,-1.32937581224962,-.597103967412463,-1.59765513306615,-.544186508095953,-.55652732103912,-1.32937581224962,-1.92007507288065, , , 
620,0,A,3,2,5,5,5,2,46,50,12,10,2,2,0,0,0,2.018,1.865, , ,1, ,50,75,0,1,2,.56,75,.65,2.38,2.75,11,4,8.33,8.33,3,5,66.67,50,75,66.67,87.5,75,44,92,20,77,4,1.71274559073575,.00648135956619147,.929651951330585,.457309239786301,.191989648027781, ,-1.10627670753528,-.617364335791787,-1.02514304918594,-.299258403768341,.816046918123661, , , ,65,1,1.71274559073575,.00648135956619147,.929651951330585,-.299258403768341,.816046918123661,1.71274559073575,.00648135956619147,.929651951330585,-.299258403768341,.816046918123661,-.032433700555414,-1.10627670753528,.191989648027781,1.03103191993428
629,0,A,1,7,2,2,2,1,44,48,0,12,0,1,0, ,0,1.063,2.7, , ,0, , ,50, ,0, , ,54.17,40.09, ,.5,5, ,8.33, ,0, , , ,75, ,45.83, ,15,73,1, , ,-1.75202874648657,-.635173237486746,-1.20741381483789,-1.00039046566354,-.845088028875524, , ,-1.6314180958583,-1.54311006351146,-1.52128576080454,-1.22210467573096, , , ,153.5,2,-1.75202874648657,-.635173237486746,-1.20741381483789,-1.52128576080454,-1.22210467573096,-1.75202874648657,-.635173237486746,-1.20741381483789,-1.52128576080454,-1.22210467573096,-.661647491330492, ,-.845088028875524,-.964513731551425
635,0,A,3,5,4,5,4.5,2,48,52,12,14,6,6,2,1,1,2.865,3.2,62.5,1,0,3,62.5,54.17,0,0,1,1.88,54.17,5.35,1.97,3.55,12,19,41.67,58.33,12,10,50,80,75,66.67,41.67,75,56,133,26,117,20,1.13528320119869,.648135956619129,1.81395502698651,-.757246154794505,-.845088028875524,-.265706076647501,-.448738428178247,1.41074318434123,1.04672500811617,2.33774799825715,1.45967373723565,1,101.5,2,134.5,2,1.13528320119869,.648135956619129,1.81395502698651,2.33774799825715,1.45967373723565,1.13528320119869,.648135956619129,1.81395502698651,2.33774799825715,1.45967373723565,.596780090219664,-.448738428178247,-.845088028875524,-.964513731551425
646,0,A,2,5,3,3,3,1,50,54,10,20,6,6,2,1,1,2.38,2.615,62.5,1,1,4,100,95.83,1,1,4,.21,95.83,.04,3.91,2,20,19,50,58.33,12,14,100,100,58.33,50,87.5,91.67,37,126,25,107,17,-.597103967412463,1.28979055367207,.413808490531297,1.67186463436711,1.22906732493109,-.265706076647501,1.52387640989284,1.41074318434123,1.04672500811617,1.88752739303328,1.35240260071698,0,101.5,2,11.5,1,-.597103967412463,1.28979055367207,.413808490531297,1.88752739303328,1.35240260071698,-.597103967412463,1.28979055367207,.413808490531297,1.88752739303328,1.35240260071698,1.22599388099474,1.52387640989284,1.22906732493109,1.03103191993428
